family_id,route_kind,point_id,point_index,temp_c,co2_ppm,hgen_c,rh_pct,point_path,has_conclusion_summary,has_frame_quality_summary,has_formal_quality_by_analyzer,quality_source,analyzer_rows,fit_eligible_rows,rejected_rows,grade_counts,conclusion_risk_level,status,exclusion_reason
new_algorithm_shadow_run,co2,p009_T30_500ppm_fit,9,30.0,500.0,,,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p009_T30_500ppm_fit,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=10
new_algorithm_shadow_run,co2,p010_T30_600ppm_fit,10,30.0,600.0,,,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p010_T30_600ppm_fit,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=10
new_algorithm_shadow_run,co2,p011_T30_700ppm_fit,11,30.0,700.0,,,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p011_T30_700ppm_fit,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=10
new_algorithm_shadow_run,co2,p012_T30_800ppm_fit,12,30.0,800.0,,,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p012_T30_800ppm_fit,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=10
new_algorithm_shadow_run,co2,p013_T30_900ppm_fit,13,30.0,900.0,,,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p013_T30_900ppm_fit,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=10
new_algorithm_shadow_run,co2,p014_T30_1000ppm_fit,14,30.0,1000.0,,,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p014_T30_1000ppm_fit,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=10
new_algorithm_shadow_run,co2,p015_T20_0ppm_fit,15,20.0,0.0,,,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p015_T20_0ppm_fit,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=10
new_algorithm_shadow_run,co2,p016_T20_100ppm_fit,16,20.0,100.0,,,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p016_T20_100ppm_fit,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=10
new_algorithm_shadow_run,co2,p017_T20_200ppm_fit,17,20.0,200.0,,,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p017_T20_200ppm_fit,False,False,False,,0,0,0,{},,missing_conclusion,
new_algorithm_shadow_run,co2,p018_T20_300ppm_fit,18,20.0,300.0,,,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p018_T20_300ppm_fit,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=10
new_algorithm_shadow_run,co2,p019_T20_400ppm_fit,19,20.0,400.0,,,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p019_T20_400ppm_fit,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=10
new_algorithm_shadow_run,co2,p020_T20_500ppm_fit,20,20.0,500.0,,,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p020_T20_500ppm_fit,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=10
new_algorithm_shadow_run,co2,p021_T20_600ppm_fit,21,20.0,600.0,,,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p021_T20_600ppm_fit,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=10
new_algorithm_shadow_run,co2,p022_T20_700ppm_fit,22,20.0,700.0,,,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p022_T20_700ppm_fit,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=10
new_algorithm_shadow_run,co2,p023_T20_800ppm_fit,23,20.0,800.0,,,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p023_T20_800ppm_fit,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=10
new_algorithm_shadow_run,co2,p024_T20_900ppm_fit,24,20.0,900.0,,,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p024_T20_900ppm_fit,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=10
new_algorithm_shadow_run,co2,p025_T20_1000ppm_fit,25,20.0,1000.0,,,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p025_T20_1000ppm_fit,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=10
new_algorithm_shadow_run,co2,p026_T10_0ppm_fit,26,10.0,0.0,,,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p026_T10_0ppm_fit,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=10
new_algorithm_shadow_run,co2,p027_T10_100ppm_fit,27,10.0,100.0,,,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p027_T10_100ppm_fit,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=10
new_algorithm_shadow_run,co2,p028_T10_200ppm_fit,28,10.0,200.0,,,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p028_T10_200ppm_fit,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=10
new_algorithm_shadow_run,co2,p029_T10_300ppm_fit,29,10.0,300.0,,,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p029_T10_300ppm_fit,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=10
new_algorithm_shadow_run,co2,p030_T10_400ppm_fit,30,10.0,400.0,,,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p030_T10_400ppm_fit,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=10
new_algorithm_shadow_run,co2,p031_T10_500ppm_fit,31,10.0,500.0,,,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p031_T10_500ppm_fit,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=10
new_algorithm_shadow_run,co2,p032_T10_600ppm_fit,32,10.0,600.0,,,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p032_T10_600ppm_fit,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=10
new_algorithm_shadow_run,co2,p033_T10_700ppm_fit,33,10.0,700.0,,,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p033_T10_700ppm_fit,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=10
new_algorithm_shadow_run,co2,p034_T10_800ppm_fit,34,10.0,800.0,,,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p034_T10_800ppm_fit,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=10
new_algorithm_shadow_run,co2,p035_T10_900ppm_fit,35,10.0,900.0,,,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p035_T10_900ppm_fit,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=10
new_algorithm_shadow_run,co2,p036_T10_1000ppm_fit,36,10.0,1000.0,,,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p036_T10_1000ppm_fit,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=10
new_algorithm_shadow_run,co2,p037_T0_0ppm_fit,37,0.0,0.0,,,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p037_T0_0ppm_fit,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=10
new_algorithm_shadow_run,co2,p038_T0_400ppm_fit,38,0.0,400.0,,,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p038_T0_400ppm_fit,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=10
new_algorithm_shadow_run,co2,p039_T0_1000ppm_fit,39,0.0,1000.0,,,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p039_T0_1000ppm_fit,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=10
new_algorithm_shadow_run,h2o,p001_T0_HG0C_50RH_h2o,1,0.0,,0.0,50.0,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1\p001_T0_HG0C_50RH_h2o,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=10
new_algorithm_shadow_run,h2o,p002_T10_HG10C_30RH_h2o,2,10.0,,10.0,30.0,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1\p002_T10_HG10C_30RH_h2o,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=10
new_algorithm_shadow_run,h2o,p003_T10_HG10C_50RH_h2o,3,10.0,,10.0,50.0,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1\p003_T10_HG10C_50RH_h2o,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=6
new_algorithm_shadow_run,h2o,p004_T10_HG10C_70RH_h2o,4,10.0,,10.0,70.0,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1\p004_T10_HG10C_70RH_h2o,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=10
new_algorithm_shadow_run,h2o,p005_T20_HG20C_30RH_h2o,5,20.0,,20.0,30.0,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1\p005_T20_HG20C_30RH_h2o,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=10
new_algorithm_shadow_run,h2o,p006_T20_HG20C_50RH_h2o,6,20.0,,20.0,50.0,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1\p006_T20_HG20C_50RH_h2o,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=10
new_algorithm_shadow_run,h2o,p007_T20_HG20C_70RH_h2o,7,20.0,,20.0,70.0,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1\p007_T20_HG20C_70RH_h2o,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=10
new_algorithm_shadow_run,h2o,p008_T30_HG20C_30RH_h2o,8,30.0,,20.0,30.0,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1\p008_T30_HG20C_30RH_h2o,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=10
new_algorithm_shadow_run,h2o,p009_T30_HG20C_50RH_h2o,9,30.0,,20.0,50.0,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1\p009_T30_HG20C_50RH_h2o,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=10
new_algorithm_shadow_run,h2o,p010_T30_HG20C_70RH_h2o,10,30.0,,20.0,70.0,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1\p010_T30_HG20C_70RH_h2o,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=10
new_algorithm_shadow_run,h2o,p011_T30_HG20C_90RH_h2o,11,30.0,,20.0,90.0,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1\p011_T30_HG20C_90RH_h2o,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=10
new_algorithm_shadow_run,h2o,p012_T40_HG30C_50RH_h2o,12,40.0,,30.0,50.0,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1\p012_T40_HG30C_50RH_h2o,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=10
new_algorithm_shadow_run,h2o,p013_T40_HG30C_70RH_h2o,13,40.0,,30.0,70.0,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\h2o_open_flow_0620_mature_20260628_live1\p013_T40_HG30C_70RH_h2o,True,True,False,frame_quality_summary,1,0,0,"{""frame_quality_only"": 1}",warn,warn,可用=10
