component,analyzer_prefix,analyzer_device_id,point_selection_strategy,strategy_role,model_name,model_terms,a_grade_point_count,diagnostic_point_count,fit_executed,strategy_status,recommended_for_write,blocker_codes,selection_contract,relative_error_target_pct,s5_s6_policy
co2,ga04,076,canonical_all_a_continuous,production_candidate,linear_R,intercept;R,45,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga04,076,canonical_all_a_continuous,production_candidate,quadratic_R,intercept;R;R2,45,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga04,076,canonical_all_a_continuous,production_candidate,cubic_R,intercept;R;R2;R3,45,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga04,076,canonical_all_a_continuous,production_candidate,quadratic_R_T_RT,intercept;R;R2;T;RT,45,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga04,076,canonical_all_a_continuous,production_candidate,cubic_R_T,intercept;R;R2;R3;T,45,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga04,076,canonical_all_a_continuous,production_candidate,cubic_R_T_RT,intercept;R;R2;R3;T;RT,45,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga04,076,canonical_all_a_continuous,production_candidate,cubic_R_T_T2_RT,intercept;R;R2;R3;T;T2;RT,45,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga04,076,latest_same_state_supersede,production_candidate,linear_R,intercept;R,45,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga04,076,latest_same_state_supersede,production_candidate,quadratic_R,intercept;R;R2,45,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga04,076,latest_same_state_supersede,production_candidate,cubic_R,intercept;R;R2;R3,45,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga04,076,latest_same_state_supersede,production_candidate,quadratic_R_T_RT,intercept;R;R2;T;RT,45,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga04,076,latest_same_state_supersede,production_candidate,cubic_R_T,intercept;R;R2;R3;T,45,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga04,076,latest_same_state_supersede,production_candidate,cubic_R_T_RT,intercept;R;R2;R3;T;RT,45,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga04,076,latest_same_state_supersede,production_candidate,cubic_R_T_T2_RT,intercept;R;R2;R3;T;T2;RT,45,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga04,076,leave_one_temperature_out,diagnostic_only,linear_R,intercept;R,45,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga04,076,leave_one_temperature_out,diagnostic_only,quadratic_R,intercept;R;R2,45,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga04,076,leave_one_temperature_out,diagnostic_only,cubic_R,intercept;R;R2;R3,45,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga04,076,leave_one_temperature_out,diagnostic_only,quadratic_R_T_RT,intercept;R;R2;T;RT,45,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga04,076,leave_one_temperature_out,diagnostic_only,cubic_R_T,intercept;R;R2;R3;T,45,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga04,076,leave_one_temperature_out,diagnostic_only,cubic_R_T_RT,intercept;R;R2;R3;T;RT,45,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga04,076,leave_one_temperature_out,diagnostic_only,cubic_R_T_T2_RT,intercept;R;R2;R3;T;T2;RT,45,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga04,076,single_point_exclusion_sensitivity,diagnostic_only,linear_R,intercept;R,45,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga04,076,single_point_exclusion_sensitivity,diagnostic_only,quadratic_R,intercept;R;R2,45,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga04,076,single_point_exclusion_sensitivity,diagnostic_only,cubic_R,intercept;R;R2;R3,45,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga04,076,single_point_exclusion_sensitivity,diagnostic_only,quadratic_R_T_RT,intercept;R;R2;T;RT,45,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga04,076,single_point_exclusion_sensitivity,diagnostic_only,cubic_R_T,intercept;R;R2;R3;T,45,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga04,076,single_point_exclusion_sensitivity,diagnostic_only,cubic_R_T_RT,intercept;R;R2;R3;T;RT,45,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga04,076,single_point_exclusion_sensitivity,diagnostic_only,cubic_R_T_T2_RT,intercept;R;R2;R3;T;T2;RT,45,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga04,076,anchor_sensitivity,diagnostic_only,linear_R,intercept;R,45,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga04,076,anchor_sensitivity,diagnostic_only,quadratic_R,intercept;R;R2,45,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga04,076,anchor_sensitivity,diagnostic_only,cubic_R,intercept;R;R2;R3,45,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga04,076,anchor_sensitivity,diagnostic_only,quadratic_R_T_RT,intercept;R;R2;T;RT,45,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga04,076,anchor_sensitivity,diagnostic_only,cubic_R_T,intercept;R;R2;R3;T,45,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga04,076,anchor_sensitivity,diagnostic_only,cubic_R_T_RT,intercept;R;R2;R3;T;RT,45,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga04,076,anchor_sensitivity,diagnostic_only,cubic_R_T_T2_RT,intercept;R;R2;R3;T;T2;RT,45,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga05,005,canonical_all_a_continuous,production_candidate,linear_R,intercept;R,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga05,005,canonical_all_a_continuous,production_candidate,quadratic_R,intercept;R;R2,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga05,005,canonical_all_a_continuous,production_candidate,cubic_R,intercept;R;R2;R3,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga05,005,canonical_all_a_continuous,production_candidate,quadratic_R_T_RT,intercept;R;R2;T;RT,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga05,005,canonical_all_a_continuous,production_candidate,cubic_R_T,intercept;R;R2;R3;T,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga05,005,canonical_all_a_continuous,production_candidate,cubic_R_T_RT,intercept;R;R2;R3;T;RT,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga05,005,canonical_all_a_continuous,production_candidate,cubic_R_T_T2_RT,intercept;R;R2;R3;T;T2;RT,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga05,005,latest_same_state_supersede,production_candidate,linear_R,intercept;R,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga05,005,latest_same_state_supersede,production_candidate,quadratic_R,intercept;R;R2,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga05,005,latest_same_state_supersede,production_candidate,cubic_R,intercept;R;R2;R3,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga05,005,latest_same_state_supersede,production_candidate,quadratic_R_T_RT,intercept;R;R2;T;RT,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga05,005,latest_same_state_supersede,production_candidate,cubic_R_T,intercept;R;R2;R3;T,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga05,005,latest_same_state_supersede,production_candidate,cubic_R_T_RT,intercept;R;R2;R3;T;RT,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga05,005,latest_same_state_supersede,production_candidate,cubic_R_T_T2_RT,intercept;R;R2;R3;T;T2;RT,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga05,005,leave_one_temperature_out,diagnostic_only,linear_R,intercept;R,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga05,005,leave_one_temperature_out,diagnostic_only,quadratic_R,intercept;R;R2,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga05,005,leave_one_temperature_out,diagnostic_only,cubic_R,intercept;R;R2;R3,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga05,005,leave_one_temperature_out,diagnostic_only,quadratic_R_T_RT,intercept;R;R2;T;RT,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga05,005,leave_one_temperature_out,diagnostic_only,cubic_R_T,intercept;R;R2;R3;T,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga05,005,leave_one_temperature_out,diagnostic_only,cubic_R_T_RT,intercept;R;R2;R3;T;RT,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga05,005,leave_one_temperature_out,diagnostic_only,cubic_R_T_T2_RT,intercept;R;R2;R3;T;T2;RT,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga05,005,single_point_exclusion_sensitivity,diagnostic_only,linear_R,intercept;R,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga05,005,single_point_exclusion_sensitivity,diagnostic_only,quadratic_R,intercept;R;R2,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga05,005,single_point_exclusion_sensitivity,diagnostic_only,cubic_R,intercept;R;R2;R3,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga05,005,single_point_exclusion_sensitivity,diagnostic_only,quadratic_R_T_RT,intercept;R;R2;T;RT,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga05,005,single_point_exclusion_sensitivity,diagnostic_only,cubic_R_T,intercept;R;R2;R3;T,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga05,005,single_point_exclusion_sensitivity,diagnostic_only,cubic_R_T_RT,intercept;R;R2;R3;T;RT,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga05,005,single_point_exclusion_sensitivity,diagnostic_only,cubic_R_T_T2_RT,intercept;R;R2;R3;T;T2;RT,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga05,005,anchor_sensitivity,diagnostic_only,linear_R,intercept;R,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga05,005,anchor_sensitivity,diagnostic_only,quadratic_R,intercept;R;R2,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga05,005,anchor_sensitivity,diagnostic_only,cubic_R,intercept;R;R2;R3,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga05,005,anchor_sensitivity,diagnostic_only,quadratic_R_T_RT,intercept;R;R2;T;RT,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga05,005,anchor_sensitivity,diagnostic_only,cubic_R_T,intercept;R;R2;R3;T,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga05,005,anchor_sensitivity,diagnostic_only,cubic_R_T_RT,intercept;R;R2;R3;T;RT,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga05,005,anchor_sensitivity,diagnostic_only,cubic_R_T_T2_RT,intercept;R;R2;R3;T;T2;RT,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga06,090,canonical_all_a_continuous,production_candidate,linear_R,intercept;R,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga06,090,canonical_all_a_continuous,production_candidate,quadratic_R,intercept;R;R2,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga06,090,canonical_all_a_continuous,production_candidate,cubic_R,intercept;R;R2;R3,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga06,090,canonical_all_a_continuous,production_candidate,quadratic_R_T_RT,intercept;R;R2;T;RT,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga06,090,canonical_all_a_continuous,production_candidate,cubic_R_T,intercept;R;R2;R3;T,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga06,090,canonical_all_a_continuous,production_candidate,cubic_R_T_RT,intercept;R;R2;R3;T;RT,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga06,090,canonical_all_a_continuous,production_candidate,cubic_R_T_T2_RT,intercept;R;R2;R3;T;T2;RT,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga06,090,latest_same_state_supersede,production_candidate,linear_R,intercept;R,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga06,090,latest_same_state_supersede,production_candidate,quadratic_R,intercept;R;R2,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga06,090,latest_same_state_supersede,production_candidate,cubic_R,intercept;R;R2;R3,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga06,090,latest_same_state_supersede,production_candidate,quadratic_R_T_RT,intercept;R;R2;T;RT,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga06,090,latest_same_state_supersede,production_candidate,cubic_R_T,intercept;R;R2;R3;T,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga06,090,latest_same_state_supersede,production_candidate,cubic_R_T_RT,intercept;R;R2;R3;T;RT,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga06,090,latest_same_state_supersede,production_candidate,cubic_R_T_T2_RT,intercept;R;R2;R3;T;T2;RT,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga06,090,leave_one_temperature_out,diagnostic_only,linear_R,intercept;R,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga06,090,leave_one_temperature_out,diagnostic_only,quadratic_R,intercept;R;R2,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga06,090,leave_one_temperature_out,diagnostic_only,cubic_R,intercept;R;R2;R3,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga06,090,leave_one_temperature_out,diagnostic_only,quadratic_R_T_RT,intercept;R;R2;T;RT,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga06,090,leave_one_temperature_out,diagnostic_only,cubic_R_T,intercept;R;R2;R3;T,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga06,090,leave_one_temperature_out,diagnostic_only,cubic_R_T_RT,intercept;R;R2;R3;T;RT,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga06,090,leave_one_temperature_out,diagnostic_only,cubic_R_T_T2_RT,intercept;R;R2;R3;T;T2;RT,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga06,090,single_point_exclusion_sensitivity,diagnostic_only,linear_R,intercept;R,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga06,090,single_point_exclusion_sensitivity,diagnostic_only,quadratic_R,intercept;R;R2,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga06,090,single_point_exclusion_sensitivity,diagnostic_only,cubic_R,intercept;R;R2;R3,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga06,090,single_point_exclusion_sensitivity,diagnostic_only,quadratic_R_T_RT,intercept;R;R2;T;RT,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga06,090,single_point_exclusion_sensitivity,diagnostic_only,cubic_R_T,intercept;R;R2;R3;T,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga06,090,single_point_exclusion_sensitivity,diagnostic_only,cubic_R_T_RT,intercept;R;R2;R3;T;RT,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga06,090,single_point_exclusion_sensitivity,diagnostic_only,cubic_R_T_T2_RT,intercept;R;R2;R3;T;T2;RT,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga06,090,anchor_sensitivity,diagnostic_only,linear_R,intercept;R,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga06,090,anchor_sensitivity,diagnostic_only,quadratic_R,intercept;R;R2,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga06,090,anchor_sensitivity,diagnostic_only,cubic_R,intercept;R;R2;R3,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga06,090,anchor_sensitivity,diagnostic_only,quadratic_R_T_RT,intercept;R;R2;T;RT,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga06,090,anchor_sensitivity,diagnostic_only,cubic_R_T,intercept;R;R2;R3;T,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga06,090,anchor_sensitivity,diagnostic_only,cubic_R_T_RT,intercept;R;R2;R3;T;RT,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
co2,ga06,090,anchor_sensitivity,diagnostic_only,cubic_R_T_T2_RT,intercept;R;R2;R3;T;T2;RT,44,45,False,blocked,False,continuous_mature_route_attestation_missing,min_max_relative_error_then_max_absolute_error_then_term_count_then_condition,1.0,deferred_until_main_chain_post_write_reverify
