component,point_name,point_dir,target_value,anchor_role,accepted_composite_member,label,prefix,analyzer_device_id,grade,ratio_key,ratio_span,ratio_a_tol,ratio_hard_tol,frame_count,usable_ratio_count,required_sample_count,timestamp_count,required_timestamp_count,timestamp_parse_complete,timestamps_strictly_increasing,expected_sample_interval_s,expected_window_duration_s,minimum_window_duration_s,actual_window_duration_s,minimum_observed_interval_s,maximum_observed_interval_s,temporal_window_complete,cadence_warning,temporal_reason_codes,reason,sample_can_enter_calibration_fit,sample_can_enter_diagnostic_model,evidence_run_id,evidence_identity_status,evidence_identity_mode,evidence_identity_reason_codes,evidence_sample_run_ids,evidence_sidecar_run_id,evidence_route_timing_run_id,evidence_runtime_run_id,evidence_claim_run_id,evidence_bundle_sha256,evidence_bundle_member_count,evidence_bundle_manifest_verified,not_real_acceptance_evidence,reference_source_status,reference_source_record_present,reference_source_record_valid,reference_source_reason_codes,reference_asset_id,reference_value_source,reference_source_sha256,source_frame_qc_sha256,source_route_timing_sha256,source_runtime_config_sha256,source_samples_sha256,source_sidecar_sha256,contract_sha256,source_reference_source_sha256,source_hgen_flow_set_sha256,source_humidity_reference_review_sha256,source_point_timing_summary_sha256
co2,p019_T20_700ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8e_T20_700_direct_240purge_finalparams\p019_T20_700ppm_fit_retry1,700.0,co2_standard_nonzero_point,True,GA01,ga01,001,A_calibration_eligible,ga01_co2_ratio_f,0.0001,0.0005,0.001,10,10,10,10,10,True,True,1.0,9.0,8.1,9.000999928,0.996999979,1.002000093,True,False,[],within_production_contract,True,True,p019_T20_700ppm_fit_retry1,pass,legacy_run_id_consensus,[],['p019_T20_700ppm_fit_retry1'],p019_T20_700ppm_fit_retry1,p019_T20_700ppm_fit_retry1,,,88ed832cdcf133c654559a35686304adc896a11c99f3bc3c67f667ddac2294ef,5,False,True,legacy_not_recorded,False,False,[],,,,2584ddefb33c7482f71d58664d977e8a8ef48ea9c8cfc2cac7d548cbcffbb271,794bdc7dc292d8ca1b7d505f004774c595d81d04164aa06ad4252c89317010d1,cd33e50575b24001625a0c8e319df7cbf9e3673898144868dd98c057fd17d6ec,6f895a30c530be520c14983c2102c6476a9310a63b34f2b79cc30604f4f69c40,a84b0f97b9cb58ffafa5e54cee7789a5eb5225dc88a3e15bcf6112954173fbf9,a87ed84a0dbc1d7cb385d62947d3ada26b20ec8680207989109411c3eaa5bd06,,,,
co2,p019_T20_700ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8e_T20_700_direct_240purge_finalparams\p019_T20_700ppm_fit_retry1,700.0,co2_standard_nonzero_point,True,GA02,ga02,002,A_calibration_eligible,ga02_co2_ratio_f,0.0,0.0005,0.001,10,10,10,10,10,True,True,1.0,9.0,8.1,9.000999928,0.996999979,1.002000093,True,False,[],within_production_contract,True,True,p019_T20_700ppm_fit_retry1,pass,legacy_run_id_consensus,[],['p019_T20_700ppm_fit_retry1'],p019_T20_700ppm_fit_retry1,p019_T20_700ppm_fit_retry1,,,88ed832cdcf133c654559a35686304adc896a11c99f3bc3c67f667ddac2294ef,5,False,True,legacy_not_recorded,False,False,[],,,,2584ddefb33c7482f71d58664d977e8a8ef48ea9c8cfc2cac7d548cbcffbb271,794bdc7dc292d8ca1b7d505f004774c595d81d04164aa06ad4252c89317010d1,cd33e50575b24001625a0c8e319df7cbf9e3673898144868dd98c057fd17d6ec,6f895a30c530be520c14983c2102c6476a9310a63b34f2b79cc30604f4f69c40,a84b0f97b9cb58ffafa5e54cee7789a5eb5225dc88a3e15bcf6112954173fbf9,a87ed84a0dbc1d7cb385d62947d3ada26b20ec8680207989109411c3eaa5bd06,,,,
co2,p019_T20_700ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8e_T20_700_direct_240purge_finalparams\p019_T20_700ppm_fit_retry1,700.0,co2_standard_nonzero_point,True,GA03,ga03,010,A_calibration_eligible,ga03_co2_ratio_f,0.0001,0.0005,0.001,10,10,10,10,10,True,True,1.0,9.0,8.1,9.000999928,0.996999979,1.002000093,True,False,[],within_production_contract,True,True,p019_T20_700ppm_fit_retry1,pass,legacy_run_id_consensus,[],['p019_T20_700ppm_fit_retry1'],p019_T20_700ppm_fit_retry1,p019_T20_700ppm_fit_retry1,,,88ed832cdcf133c654559a35686304adc896a11c99f3bc3c67f667ddac2294ef,5,False,True,legacy_not_recorded,False,False,[],,,,2584ddefb33c7482f71d58664d977e8a8ef48ea9c8cfc2cac7d548cbcffbb271,794bdc7dc292d8ca1b7d505f004774c595d81d04164aa06ad4252c89317010d1,cd33e50575b24001625a0c8e319df7cbf9e3673898144868dd98c057fd17d6ec,6f895a30c530be520c14983c2102c6476a9310a63b34f2b79cc30604f4f69c40,a84b0f97b9cb58ffafa5e54cee7789a5eb5225dc88a3e15bcf6112954173fbf9,a87ed84a0dbc1d7cb385d62947d3ada26b20ec8680207989109411c3eaa5bd06,,,,
co2,p019_T20_700ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8e_T20_700_direct_240purge_finalparams\p019_T20_700ppm_fit_retry1,700.0,co2_standard_nonzero_point,True,GA04,ga04,076,A_calibration_eligible,ga04_co2_ratio_f,0.0,0.0005,0.001,10,10,10,10,10,True,True,1.0,9.0,8.1,9.000999928,0.996999979,1.002000093,True,False,[],within_production_contract,True,True,p019_T20_700ppm_fit_retry1,pass,legacy_run_id_consensus,[],['p019_T20_700ppm_fit_retry1'],p019_T20_700ppm_fit_retry1,p019_T20_700ppm_fit_retry1,,,88ed832cdcf133c654559a35686304adc896a11c99f3bc3c67f667ddac2294ef,5,False,True,legacy_not_recorded,False,False,[],,,,2584ddefb33c7482f71d58664d977e8a8ef48ea9c8cfc2cac7d548cbcffbb271,794bdc7dc292d8ca1b7d505f004774c595d81d04164aa06ad4252c89317010d1,cd33e50575b24001625a0c8e319df7cbf9e3673898144868dd98c057fd17d6ec,6f895a30c530be520c14983c2102c6476a9310a63b34f2b79cc30604f4f69c40,a84b0f97b9cb58ffafa5e54cee7789a5eb5225dc88a3e15bcf6112954173fbf9,a87ed84a0dbc1d7cb385d62947d3ada26b20ec8680207989109411c3eaa5bd06,,,,
co2,p019_T20_700ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8e_T20_700_direct_240purge_finalparams\p019_T20_700ppm_fit_retry1,700.0,co2_standard_nonzero_point,True,GA05,ga05,005,A_calibration_eligible,ga05_co2_ratio_f,0.0,0.0005,0.001,10,10,10,10,10,True,True,1.0,9.0,8.1,9.000999928,0.996999979,1.002000093,True,False,[],within_production_contract,True,True,p019_T20_700ppm_fit_retry1,pass,legacy_run_id_consensus,[],['p019_T20_700ppm_fit_retry1'],p019_T20_700ppm_fit_retry1,p019_T20_700ppm_fit_retry1,,,88ed832cdcf133c654559a35686304adc896a11c99f3bc3c67f667ddac2294ef,5,False,True,legacy_not_recorded,False,False,[],,,,2584ddefb33c7482f71d58664d977e8a8ef48ea9c8cfc2cac7d548cbcffbb271,794bdc7dc292d8ca1b7d505f004774c595d81d04164aa06ad4252c89317010d1,cd33e50575b24001625a0c8e319df7cbf9e3673898144868dd98c057fd17d6ec,6f895a30c530be520c14983c2102c6476a9310a63b34f2b79cc30604f4f69c40,a84b0f97b9cb58ffafa5e54cee7789a5eb5225dc88a3e15bcf6112954173fbf9,a87ed84a0dbc1d7cb385d62947d3ada26b20ec8680207989109411c3eaa5bd06,,,,
co2,p019_T20_700ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8e_T20_700_direct_240purge_finalparams\p019_T20_700ppm_fit_retry1,700.0,co2_standard_nonzero_point,True,GA06,ga06,090,A_calibration_eligible,ga06_co2_ratio_f,0.0001,0.0005,0.001,10,10,10,10,10,True,True,1.0,9.0,8.1,9.000999928,0.996999979,1.002000093,True,False,[],within_production_contract,True,True,p019_T20_700ppm_fit_retry1,pass,legacy_run_id_consensus,[],['p019_T20_700ppm_fit_retry1'],p019_T20_700ppm_fit_retry1,p019_T20_700ppm_fit_retry1,,,88ed832cdcf133c654559a35686304adc896a11c99f3bc3c67f667ddac2294ef,5,False,True,legacy_not_recorded,False,False,[],,,,2584ddefb33c7482f71d58664d977e8a8ef48ea9c8cfc2cac7d548cbcffbb271,794bdc7dc292d8ca1b7d505f004774c595d81d04164aa06ad4252c89317010d1,cd33e50575b24001625a0c8e319df7cbf9e3673898144868dd98c057fd17d6ec,6f895a30c530be520c14983c2102c6476a9310a63b34f2b79cc30604f4f69c40,a84b0f97b9cb58ffafa5e54cee7789a5eb5225dc88a3e15bcf6112954173fbf9,a87ed84a0dbc1d7cb385d62947d3ada26b20ec8680207989109411c3eaa5bd06,,,,
co2,p020_T20_800ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8f_T20_800_direct_240purge_finalparams\p020_T20_800ppm_fit_retry1,800.0,co2_standard_nonzero_point,True,GA01,ga01,001,A_calibration_eligible,ga01_co2_ratio_f,0.0001,0.0005,0.001,10,10,10,10,10,True,True,1.0,9.0,8.1,9.001000166,0.998999834,1.001000166,True,False,[],within_production_contract,True,True,p020_T20_800ppm_fit_retry1,pass,legacy_run_id_consensus,[],['p020_T20_800ppm_fit_retry1'],p020_T20_800ppm_fit_retry1,p020_T20_800ppm_fit_retry1,,,77dcadaa5db7d082570be1a6311c54b517aaea2cba9d5fb01c1c30d4bcc45e2b,5,False,True,legacy_not_recorded,False,False,[],,,,42f55f27102714b9b535b8b89efd1533e89b5c9ff3dc35c401ecefe09a4d1ed1,82a556e0bebf18b92f912b03f9a1c6667ba4225d9d20d81750b4a8a1a48a4d6d,0da5cb7b15f1011f78987de14bde28bc7e36ca54f3979ad3fa695cf5a3773032,336912ed0ad2e7e619f0ad8a42c14954a0efb9d3cca3338a076879c86714fa21,48e543b91b646594acdb7d686b22336ed28bd1e2d58a137fa42a8b73c5c93c90,a87ed84a0dbc1d7cb385d62947d3ada26b20ec8680207989109411c3eaa5bd06,,,,
co2,p020_T20_800ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8f_T20_800_direct_240purge_finalparams\p020_T20_800ppm_fit_retry1,800.0,co2_standard_nonzero_point,True,GA02,ga02,002,A_calibration_eligible,ga02_co2_ratio_f,0.0,0.0005,0.001,10,10,10,10,10,True,True,1.0,9.0,8.1,9.001000166,0.998999834,1.001000166,True,False,[],within_production_contract,True,True,p020_T20_800ppm_fit_retry1,pass,legacy_run_id_consensus,[],['p020_T20_800ppm_fit_retry1'],p020_T20_800ppm_fit_retry1,p020_T20_800ppm_fit_retry1,,,77dcadaa5db7d082570be1a6311c54b517aaea2cba9d5fb01c1c30d4bcc45e2b,5,False,True,legacy_not_recorded,False,False,[],,,,42f55f27102714b9b535b8b89efd1533e89b5c9ff3dc35c401ecefe09a4d1ed1,82a556e0bebf18b92f912b03f9a1c6667ba4225d9d20d81750b4a8a1a48a4d6d,0da5cb7b15f1011f78987de14bde28bc7e36ca54f3979ad3fa695cf5a3773032,336912ed0ad2e7e619f0ad8a42c14954a0efb9d3cca3338a076879c86714fa21,48e543b91b646594acdb7d686b22336ed28bd1e2d58a137fa42a8b73c5c93c90,a87ed84a0dbc1d7cb385d62947d3ada26b20ec8680207989109411c3eaa5bd06,,,,
co2,p020_T20_800ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8f_T20_800_direct_240purge_finalparams\p020_T20_800ppm_fit_retry1,800.0,co2_standard_nonzero_point,True,GA03,ga03,010,A_calibration_eligible,ga03_co2_ratio_f,0.0001,0.0005,0.001,10,10,10,10,10,True,True,1.0,9.0,8.1,9.001000166,0.998999834,1.001000166,True,False,[],within_production_contract,True,True,p020_T20_800ppm_fit_retry1,pass,legacy_run_id_consensus,[],['p020_T20_800ppm_fit_retry1'],p020_T20_800ppm_fit_retry1,p020_T20_800ppm_fit_retry1,,,77dcadaa5db7d082570be1a6311c54b517aaea2cba9d5fb01c1c30d4bcc45e2b,5,False,True,legacy_not_recorded,False,False,[],,,,42f55f27102714b9b535b8b89efd1533e89b5c9ff3dc35c401ecefe09a4d1ed1,82a556e0bebf18b92f912b03f9a1c6667ba4225d9d20d81750b4a8a1a48a4d6d,0da5cb7b15f1011f78987de14bde28bc7e36ca54f3979ad3fa695cf5a3773032,336912ed0ad2e7e619f0ad8a42c14954a0efb9d3cca3338a076879c86714fa21,48e543b91b646594acdb7d686b22336ed28bd1e2d58a137fa42a8b73c5c93c90,a87ed84a0dbc1d7cb385d62947d3ada26b20ec8680207989109411c3eaa5bd06,,,,
co2,p020_T20_800ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8f_T20_800_direct_240purge_finalparams\p020_T20_800ppm_fit_retry1,800.0,co2_standard_nonzero_point,True,GA04,ga04,076,A_calibration_eligible,ga04_co2_ratio_f,0.0,0.0005,0.001,10,10,10,10,10,True,True,1.0,9.0,8.1,9.001000166,0.998999834,1.001000166,True,False,[],within_production_contract,True,True,p020_T20_800ppm_fit_retry1,pass,legacy_run_id_consensus,[],['p020_T20_800ppm_fit_retry1'],p020_T20_800ppm_fit_retry1,p020_T20_800ppm_fit_retry1,,,77dcadaa5db7d082570be1a6311c54b517aaea2cba9d5fb01c1c30d4bcc45e2b,5,False,True,legacy_not_recorded,False,False,[],,,,42f55f27102714b9b535b8b89efd1533e89b5c9ff3dc35c401ecefe09a4d1ed1,82a556e0bebf18b92f912b03f9a1c6667ba4225d9d20d81750b4a8a1a48a4d6d,0da5cb7b15f1011f78987de14bde28bc7e36ca54f3979ad3fa695cf5a3773032,336912ed0ad2e7e619f0ad8a42c14954a0efb9d3cca3338a076879c86714fa21,48e543b91b646594acdb7d686b22336ed28bd1e2d58a137fa42a8b73c5c93c90,a87ed84a0dbc1d7cb385d62947d3ada26b20ec8680207989109411c3eaa5bd06,,,,
co2,p020_T20_800ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8f_T20_800_direct_240purge_finalparams\p020_T20_800ppm_fit_retry1,800.0,co2_standard_nonzero_point,True,GA05,ga05,005,A_calibration_eligible,ga05_co2_ratio_f,0.0,0.0005,0.001,10,10,10,10,10,True,True,1.0,9.0,8.1,9.001000166,0.998999834,1.001000166,True,False,[],within_production_contract,True,True,p020_T20_800ppm_fit_retry1,pass,legacy_run_id_consensus,[],['p020_T20_800ppm_fit_retry1'],p020_T20_800ppm_fit_retry1,p020_T20_800ppm_fit_retry1,,,77dcadaa5db7d082570be1a6311c54b517aaea2cba9d5fb01c1c30d4bcc45e2b,5,False,True,legacy_not_recorded,False,False,[],,,,42f55f27102714b9b535b8b89efd1533e89b5c9ff3dc35c401ecefe09a4d1ed1,82a556e0bebf18b92f912b03f9a1c6667ba4225d9d20d81750b4a8a1a48a4d6d,0da5cb7b15f1011f78987de14bde28bc7e36ca54f3979ad3fa695cf5a3773032,336912ed0ad2e7e619f0ad8a42c14954a0efb9d3cca3338a076879c86714fa21,48e543b91b646594acdb7d686b22336ed28bd1e2d58a137fa42a8b73c5c93c90,a87ed84a0dbc1d7cb385d62947d3ada26b20ec8680207989109411c3eaa5bd06,,,,
co2,p020_T20_800ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8f_T20_800_direct_240purge_finalparams\p020_T20_800ppm_fit_retry1,800.0,co2_standard_nonzero_point,True,GA06,ga06,090,A_calibration_eligible,ga06_co2_ratio_f,0.0,0.0005,0.001,10,10,10,10,10,True,True,1.0,9.0,8.1,9.001000166,0.998999834,1.001000166,True,False,[],within_production_contract,True,True,p020_T20_800ppm_fit_retry1,pass,legacy_run_id_consensus,[],['p020_T20_800ppm_fit_retry1'],p020_T20_800ppm_fit_retry1,p020_T20_800ppm_fit_retry1,,,77dcadaa5db7d082570be1a6311c54b517aaea2cba9d5fb01c1c30d4bcc45e2b,5,False,True,legacy_not_recorded,False,False,[],,,,42f55f27102714b9b535b8b89efd1533e89b5c9ff3dc35c401ecefe09a4d1ed1,82a556e0bebf18b92f912b03f9a1c6667ba4225d9d20d81750b4a8a1a48a4d6d,0da5cb7b15f1011f78987de14bde28bc7e36ca54f3979ad3fa695cf5a3773032,336912ed0ad2e7e619f0ad8a42c14954a0efb9d3cca3338a076879c86714fa21,48e543b91b646594acdb7d686b22336ed28bd1e2d58a137fa42a8b73c5c93c90,a87ed84a0dbc1d7cb385d62947d3ada26b20ec8680207989109411c3eaa5bd06,,,,
co2,p021_T20_900ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8g_T20_900_direct_240purge_finalparams\p021_T20_900ppm_fit_retry1,900.0,co2_standard_nonzero_point,True,GA01,ga01,001,A_calibration_eligible,ga01_co2_ratio_f,0.0,0.0005,0.001,10,10,10,10,10,True,True,1.0,9.0,8.1,9.0,0.999000072,1.000999928,True,False,[],within_production_contract,True,True,p021_T20_900ppm_fit_retry1,pass,legacy_run_id_consensus,[],['p021_T20_900ppm_fit_retry1'],p021_T20_900ppm_fit_retry1,p021_T20_900ppm_fit_retry1,,,47dc4a51c05b94589f74507fbddd56b0dc91c8983f70c2c5ca7637cb8c89f78f,5,False,True,legacy_not_recorded,False,False,[],,,,7287d371348fdafa49402827ada9045eb133404c966421dc2186030dc8934256,351605ab35ee521b2e7fc7e0fc4933d8474a081bc00d4a7db88e5d1bc90d3a13,88e38e0c55613ded3adda4f5762461fb1ea8101b3a2c549cab4311cf368401db,0e42b0832fece725fac98088d5b2cebedaff826d8adee66fb4016306a7345582,6129df8518c43821f9a63c4e9e2f37860966cbd604253e52521bd56c63f1f734,a87ed84a0dbc1d7cb385d62947d3ada26b20ec8680207989109411c3eaa5bd06,,,,
co2,p021_T20_900ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8g_T20_900_direct_240purge_finalparams\p021_T20_900ppm_fit_retry1,900.0,co2_standard_nonzero_point,True,GA02,ga02,002,A_calibration_eligible,ga02_co2_ratio_f,0.0001,0.0005,0.001,10,10,10,10,10,True,True,1.0,9.0,8.1,9.0,0.999000072,1.000999928,True,False,[],within_production_contract,True,True,p021_T20_900ppm_fit_retry1,pass,legacy_run_id_consensus,[],['p021_T20_900ppm_fit_retry1'],p021_T20_900ppm_fit_retry1,p021_T20_900ppm_fit_retry1,,,47dc4a51c05b94589f74507fbddd56b0dc91c8983f70c2c5ca7637cb8c89f78f,5,False,True,legacy_not_recorded,False,False,[],,,,7287d371348fdafa49402827ada9045eb133404c966421dc2186030dc8934256,351605ab35ee521b2e7fc7e0fc4933d8474a081bc00d4a7db88e5d1bc90d3a13,88e38e0c55613ded3adda4f5762461fb1ea8101b3a2c549cab4311cf368401db,0e42b0832fece725fac98088d5b2cebedaff826d8adee66fb4016306a7345582,6129df8518c43821f9a63c4e9e2f37860966cbd604253e52521bd56c63f1f734,a87ed84a0dbc1d7cb385d62947d3ada26b20ec8680207989109411c3eaa5bd06,,,,
co2,p021_T20_900ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8g_T20_900_direct_240purge_finalparams\p021_T20_900ppm_fit_retry1,900.0,co2_standard_nonzero_point,True,GA03,ga03,010,A_calibration_eligible,ga03_co2_ratio_f,0.0001,0.0005,0.001,10,10,10,10,10,True,True,1.0,9.0,8.1,9.0,0.999000072,1.000999928,True,False,[],within_production_contract,True,True,p021_T20_900ppm_fit_retry1,pass,legacy_run_id_consensus,[],['p021_T20_900ppm_fit_retry1'],p021_T20_900ppm_fit_retry1,p021_T20_900ppm_fit_retry1,,,47dc4a51c05b94589f74507fbddd56b0dc91c8983f70c2c5ca7637cb8c89f78f,5,False,True,legacy_not_recorded,False,False,[],,,,7287d371348fdafa49402827ada9045eb133404c966421dc2186030dc8934256,351605ab35ee521b2e7fc7e0fc4933d8474a081bc00d4a7db88e5d1bc90d3a13,88e38e0c55613ded3adda4f5762461fb1ea8101b3a2c549cab4311cf368401db,0e42b0832fece725fac98088d5b2cebedaff826d8adee66fb4016306a7345582,6129df8518c43821f9a63c4e9e2f37860966cbd604253e52521bd56c63f1f734,a87ed84a0dbc1d7cb385d62947d3ada26b20ec8680207989109411c3eaa5bd06,,,,
co2,p021_T20_900ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8g_T20_900_direct_240purge_finalparams\p021_T20_900ppm_fit_retry1,900.0,co2_standard_nonzero_point,True,GA04,ga04,076,A_calibration_eligible,ga04_co2_ratio_f,0.0,0.0005,0.001,10,10,10,10,10,True,True,1.0,9.0,8.1,9.0,0.999000072,1.000999928,True,False,[],within_production_contract,True,True,p021_T20_900ppm_fit_retry1,pass,legacy_run_id_consensus,[],['p021_T20_900ppm_fit_retry1'],p021_T20_900ppm_fit_retry1,p021_T20_900ppm_fit_retry1,,,47dc4a51c05b94589f74507fbddd56b0dc91c8983f70c2c5ca7637cb8c89f78f,5,False,True,legacy_not_recorded,False,False,[],,,,7287d371348fdafa49402827ada9045eb133404c966421dc2186030dc8934256,351605ab35ee521b2e7fc7e0fc4933d8474a081bc00d4a7db88e5d1bc90d3a13,88e38e0c55613ded3adda4f5762461fb1ea8101b3a2c549cab4311cf368401db,0e42b0832fece725fac98088d5b2cebedaff826d8adee66fb4016306a7345582,6129df8518c43821f9a63c4e9e2f37860966cbd604253e52521bd56c63f1f734,a87ed84a0dbc1d7cb385d62947d3ada26b20ec8680207989109411c3eaa5bd06,,,,
co2,p021_T20_900ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8g_T20_900_direct_240purge_finalparams\p021_T20_900ppm_fit_retry1,900.0,co2_standard_nonzero_point,True,GA05,ga05,005,A_calibration_eligible,ga05_co2_ratio_f,0.0001,0.0005,0.001,10,10,10,10,10,True,True,1.0,9.0,8.1,9.0,0.999000072,1.000999928,True,False,[],within_production_contract,True,True,p021_T20_900ppm_fit_retry1,pass,legacy_run_id_consensus,[],['p021_T20_900ppm_fit_retry1'],p021_T20_900ppm_fit_retry1,p021_T20_900ppm_fit_retry1,,,47dc4a51c05b94589f74507fbddd56b0dc91c8983f70c2c5ca7637cb8c89f78f,5,False,True,legacy_not_recorded,False,False,[],,,,7287d371348fdafa49402827ada9045eb133404c966421dc2186030dc8934256,351605ab35ee521b2e7fc7e0fc4933d8474a081bc00d4a7db88e5d1bc90d3a13,88e38e0c55613ded3adda4f5762461fb1ea8101b3a2c549cab4311cf368401db,0e42b0832fece725fac98088d5b2cebedaff826d8adee66fb4016306a7345582,6129df8518c43821f9a63c4e9e2f37860966cbd604253e52521bd56c63f1f734,a87ed84a0dbc1d7cb385d62947d3ada26b20ec8680207989109411c3eaa5bd06,,,,
co2,p021_T20_900ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8g_T20_900_direct_240purge_finalparams\p021_T20_900ppm_fit_retry1,900.0,co2_standard_nonzero_point,True,GA06,ga06,090,A_calibration_eligible,ga06_co2_ratio_f,0.0001,0.0005,0.001,10,10,10,10,10,True,True,1.0,9.0,8.1,9.0,0.999000072,1.000999928,True,False,[],within_production_contract,True,True,p021_T20_900ppm_fit_retry1,pass,legacy_run_id_consensus,[],['p021_T20_900ppm_fit_retry1'],p021_T20_900ppm_fit_retry1,p021_T20_900ppm_fit_retry1,,,47dc4a51c05b94589f74507fbddd56b0dc91c8983f70c2c5ca7637cb8c89f78f,5,False,True,legacy_not_recorded,False,False,[],,,,7287d371348fdafa49402827ada9045eb133404c966421dc2186030dc8934256,351605ab35ee521b2e7fc7e0fc4933d8474a081bc00d4a7db88e5d1bc90d3a13,88e38e0c55613ded3adda4f5762461fb1ea8101b3a2c549cab4311cf368401db,0e42b0832fece725fac98088d5b2cebedaff826d8adee66fb4016306a7345582,6129df8518c43821f9a63c4e9e2f37860966cbd604253e52521bd56c63f1f734,a87ed84a0dbc1d7cb385d62947d3ada26b20ec8680207989109411c3eaa5bd06,,,,
co2,p022_T20_1000ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8h_T20_1000_direct_240purge_finalparams\p022_T20_1000ppm_fit_retry1,1000.0,co2_standard_nonzero_point,True,GA01,ga01,001,A_calibration_eligible,ga01_co2_ratio_f,0.0,0.0005,0.001,10,10,10,10,10,True,True,1.0,9.0,8.1,9.002000093,0.996000051,1.003000021,True,False,[],within_production_contract,True,True,p022_T20_1000ppm_fit_retry1,pass,legacy_run_id_consensus,[],['p022_T20_1000ppm_fit_retry1'],p022_T20_1000ppm_fit_retry1,p022_T20_1000ppm_fit_retry1,,,1cd72cd6a2665c01a9a39bf2cdef0b65fa97c172c05ba52176b75048fe14d46c,5,False,True,legacy_not_recorded,False,False,[],,,,005d1e8d98dc69beb90ceec6e82409e053e097bb2f702c39b5acb93734423462,e9ac630e6f875fff1977f35ba1f53b4617596f1a9d7fd291acda340041564263,53a93d6ec7184343e5462330312150a4d57d8765c5bd54912332cd656e8c5dbb,cef86d586095c7ffa17c562d32a14849bd7aa87ac6dcc71755938f1d1f68828f,faccc74950f6920ce0e28819a29bfb36dad365a226bb1a9bec85a98297d66610,a87ed84a0dbc1d7cb385d62947d3ada26b20ec8680207989109411c3eaa5bd06,,,,
co2,p022_T20_1000ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8h_T20_1000_direct_240purge_finalparams\p022_T20_1000ppm_fit_retry1,1000.0,co2_standard_nonzero_point,True,GA02,ga02,002,A_calibration_eligible,ga02_co2_ratio_f,0.0001,0.0005,0.001,10,10,10,10,10,True,True,1.0,9.0,8.1,9.002000093,0.996000051,1.003000021,True,False,[],within_production_contract,True,True,p022_T20_1000ppm_fit_retry1,pass,legacy_run_id_consensus,[],['p022_T20_1000ppm_fit_retry1'],p022_T20_1000ppm_fit_retry1,p022_T20_1000ppm_fit_retry1,,,1cd72cd6a2665c01a9a39bf2cdef0b65fa97c172c05ba52176b75048fe14d46c,5,False,True,legacy_not_recorded,False,False,[],,,,005d1e8d98dc69beb90ceec6e82409e053e097bb2f702c39b5acb93734423462,e9ac630e6f875fff1977f35ba1f53b4617596f1a9d7fd291acda340041564263,53a93d6ec7184343e5462330312150a4d57d8765c5bd54912332cd656e8c5dbb,cef86d586095c7ffa17c562d32a14849bd7aa87ac6dcc71755938f1d1f68828f,faccc74950f6920ce0e28819a29bfb36dad365a226bb1a9bec85a98297d66610,a87ed84a0dbc1d7cb385d62947d3ada26b20ec8680207989109411c3eaa5bd06,,,,
