component,point_name,point_dir,target_value,anchor_role,analyzer_prefix,analyzer_device_id,component_qc_grade,accepted_composite_member,physical_decision,supersede_reason,calibration_fit_allowed,diagnostic_model_allowed,reason
co2,p009_T30_800ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p009_T30_800ppm_fit,800.0,co2_standard_nonzero_point,ga04,076,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p009_T30_800ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p009_T30_800ppm_fit,800.0,co2_standard_nonzero_point,ga05,005,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p009_T30_800ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p009_T30_800ppm_fit,800.0,co2_standard_nonzero_point,ga06,090,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p010_T30_900ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p010_T30_900ppm_fit,900.0,co2_standard_nonzero_point,ga01,001,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p010_T30_900ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p010_T30_900ppm_fit,900.0,co2_standard_nonzero_point,ga02,002,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p010_T30_900ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p010_T30_900ppm_fit,900.0,co2_standard_nonzero_point,ga03,010,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p010_T30_900ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p010_T30_900ppm_fit,900.0,co2_standard_nonzero_point,ga04,076,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p010_T30_900ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p010_T30_900ppm_fit,900.0,co2_standard_nonzero_point,ga05,005,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p010_T30_900ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p010_T30_900ppm_fit,900.0,co2_standard_nonzero_point,ga06,090,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p011_T30_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p011_T30_1000ppm_fit,1000.0,co2_standard_nonzero_point,ga01,001,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p011_T30_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p011_T30_1000ppm_fit,1000.0,co2_standard_nonzero_point,ga02,002,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p011_T30_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p011_T30_1000ppm_fit,1000.0,co2_standard_nonzero_point,ga03,010,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p011_T30_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p011_T30_1000ppm_fit,1000.0,co2_standard_nonzero_point,ga04,076,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p011_T30_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p011_T30_1000ppm_fit,1000.0,co2_standard_nonzero_point,ga05,005,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p011_T30_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p011_T30_1000ppm_fit,1000.0,co2_standard_nonzero_point,ga06,090,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p012_T20_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p012_T20_0ppm_fit,0.0,co2_zero_gas_low_concentration_anchor,ga01,001,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p012_T20_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p012_T20_0ppm_fit,0.0,co2_zero_gas_low_concentration_anchor,ga02,002,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p012_T20_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p012_T20_0ppm_fit,0.0,co2_zero_gas_low_concentration_anchor,ga03,010,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p012_T20_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p012_T20_0ppm_fit,0.0,co2_zero_gas_low_concentration_anchor,ga04,076,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p012_T20_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p012_T20_0ppm_fit,0.0,co2_zero_gas_low_concentration_anchor,ga05,005,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p012_T20_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p012_T20_0ppm_fit,0.0,co2_zero_gas_low_concentration_anchor,ga06,090,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p013_T20_100ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p013_T20_100ppm_fit,100.0,co2_standard_nonzero_point,ga01,001,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p013_T20_100ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p013_T20_100ppm_fit,100.0,co2_standard_nonzero_point,ga02,002,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p013_T20_100ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p013_T20_100ppm_fit,100.0,co2_standard_nonzero_point,ga03,010,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p013_T20_100ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p013_T20_100ppm_fit,100.0,co2_standard_nonzero_point,ga04,076,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p013_T20_100ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p013_T20_100ppm_fit,100.0,co2_standard_nonzero_point,ga05,005,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p013_T20_100ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p013_T20_100ppm_fit,100.0,co2_standard_nonzero_point,ga06,090,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p014_T20_200ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p014_T20_200ppm_fit,200.0,co2_standard_nonzero_point,ga01,001,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p014_T20_200ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p014_T20_200ppm_fit,200.0,co2_standard_nonzero_point,ga02,002,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p014_T20_200ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p014_T20_200ppm_fit,200.0,co2_standard_nonzero_point,ga03,010,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p014_T20_200ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p014_T20_200ppm_fit,200.0,co2_standard_nonzero_point,ga04,076,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p014_T20_200ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p014_T20_200ppm_fit,200.0,co2_standard_nonzero_point,ga05,005,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p014_T20_200ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p014_T20_200ppm_fit,200.0,co2_standard_nonzero_point,ga06,090,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p015_T20_300ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g5_T20_300_retry_finalparams\p015_T20_300ppm_fit_retry1,300.0,co2_standard_nonzero_point,ga01,001,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p015_T20_300ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g5_T20_300_retry_finalparams\p015_T20_300ppm_fit_retry1,300.0,co2_standard_nonzero_point,ga02,002,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p015_T20_300ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g5_T20_300_retry_finalparams\p015_T20_300ppm_fit_retry1,300.0,co2_standard_nonzero_point,ga03,010,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p015_T20_300ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g5_T20_300_retry_finalparams\p015_T20_300ppm_fit_retry1,300.0,co2_standard_nonzero_point,ga04,076,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p015_T20_300ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g5_T20_300_retry_finalparams\p015_T20_300ppm_fit_retry1,300.0,co2_standard_nonzero_point,ga05,005,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p015_T20_300ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g5_T20_300_retry_finalparams\p015_T20_300ppm_fit_retry1,300.0,co2_standard_nonzero_point,ga06,090,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p016_T20_400ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g7_T20_400_retry_finalparams\p016_T20_400ppm_fit_retry1,400.0,co2_standard_nonzero_point,ga01,001,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p016_T20_400ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g7_T20_400_retry_finalparams\p016_T20_400ppm_fit_retry1,400.0,co2_standard_nonzero_point,ga02,002,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p016_T20_400ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g7_T20_400_retry_finalparams\p016_T20_400ppm_fit_retry1,400.0,co2_standard_nonzero_point,ga03,010,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p016_T20_400ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g7_T20_400_retry_finalparams\p016_T20_400ppm_fit_retry1,400.0,co2_standard_nonzero_point,ga04,076,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p016_T20_400ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g7_T20_400_retry_finalparams\p016_T20_400ppm_fit_retry1,400.0,co2_standard_nonzero_point,ga05,005,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p016_T20_400ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g7_T20_400_retry_finalparams\p016_T20_400ppm_fit_retry1,400.0,co2_standard_nonzero_point,ga06,090,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p017_T20_500ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8c_T20_500_direct_240purge_finalparams\p017_T20_500ppm_fit_retry1,500.0,co2_standard_nonzero_point,ga01,001,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p017_T20_500ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8c_T20_500_direct_240purge_finalparams\p017_T20_500ppm_fit_retry1,500.0,co2_standard_nonzero_point,ga02,002,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p017_T20_500ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8c_T20_500_direct_240purge_finalparams\p017_T20_500ppm_fit_retry1,500.0,co2_standard_nonzero_point,ga03,010,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p017_T20_500ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8c_T20_500_direct_240purge_finalparams\p017_T20_500ppm_fit_retry1,500.0,co2_standard_nonzero_point,ga04,076,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p017_T20_500ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8c_T20_500_direct_240purge_finalparams\p017_T20_500ppm_fit_retry1,500.0,co2_standard_nonzero_point,ga05,005,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p017_T20_500ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8c_T20_500_direct_240purge_finalparams\p017_T20_500ppm_fit_retry1,500.0,co2_standard_nonzero_point,ga06,090,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p018_T20_600ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8d_T20_600_direct_240purge_finalparams\p018_T20_600ppm_fit_retry1,600.0,co2_standard_nonzero_point,ga01,001,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p018_T20_600ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8d_T20_600_direct_240purge_finalparams\p018_T20_600ppm_fit_retry1,600.0,co2_standard_nonzero_point,ga02,002,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p018_T20_600ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8d_T20_600_direct_240purge_finalparams\p018_T20_600ppm_fit_retry1,600.0,co2_standard_nonzero_point,ga03,010,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p018_T20_600ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8d_T20_600_direct_240purge_finalparams\p018_T20_600ppm_fit_retry1,600.0,co2_standard_nonzero_point,ga04,076,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p018_T20_600ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8d_T20_600_direct_240purge_finalparams\p018_T20_600ppm_fit_retry1,600.0,co2_standard_nonzero_point,ga05,005,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p018_T20_600ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8d_T20_600_direct_240purge_finalparams\p018_T20_600ppm_fit_retry1,600.0,co2_standard_nonzero_point,ga06,090,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p019_T20_700ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8e_T20_700_direct_240purge_finalparams\p019_T20_700ppm_fit_retry1,700.0,co2_standard_nonzero_point,ga01,001,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p019_T20_700ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8e_T20_700_direct_240purge_finalparams\p019_T20_700ppm_fit_retry1,700.0,co2_standard_nonzero_point,ga02,002,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p019_T20_700ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8e_T20_700_direct_240purge_finalparams\p019_T20_700ppm_fit_retry1,700.0,co2_standard_nonzero_point,ga03,010,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p019_T20_700ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8e_T20_700_direct_240purge_finalparams\p019_T20_700ppm_fit_retry1,700.0,co2_standard_nonzero_point,ga04,076,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p019_T20_700ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8e_T20_700_direct_240purge_finalparams\p019_T20_700ppm_fit_retry1,700.0,co2_standard_nonzero_point,ga05,005,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p019_T20_700ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8e_T20_700_direct_240purge_finalparams\p019_T20_700ppm_fit_retry1,700.0,co2_standard_nonzero_point,ga06,090,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p020_T20_800ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8f_T20_800_direct_240purge_finalparams\p020_T20_800ppm_fit_retry1,800.0,co2_standard_nonzero_point,ga01,001,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p020_T20_800ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8f_T20_800_direct_240purge_finalparams\p020_T20_800ppm_fit_retry1,800.0,co2_standard_nonzero_point,ga02,002,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p020_T20_800ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8f_T20_800_direct_240purge_finalparams\p020_T20_800ppm_fit_retry1,800.0,co2_standard_nonzero_point,ga03,010,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p020_T20_800ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8f_T20_800_direct_240purge_finalparams\p020_T20_800ppm_fit_retry1,800.0,co2_standard_nonzero_point,ga04,076,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p020_T20_800ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8f_T20_800_direct_240purge_finalparams\p020_T20_800ppm_fit_retry1,800.0,co2_standard_nonzero_point,ga05,005,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p020_T20_800ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8f_T20_800_direct_240purge_finalparams\p020_T20_800ppm_fit_retry1,800.0,co2_standard_nonzero_point,ga06,090,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p021_T20_900ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8g_T20_900_direct_240purge_finalparams\p021_T20_900ppm_fit_retry1,900.0,co2_standard_nonzero_point,ga01,001,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p021_T20_900ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8g_T20_900_direct_240purge_finalparams\p021_T20_900ppm_fit_retry1,900.0,co2_standard_nonzero_point,ga02,002,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p021_T20_900ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8g_T20_900_direct_240purge_finalparams\p021_T20_900ppm_fit_retry1,900.0,co2_standard_nonzero_point,ga03,010,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p021_T20_900ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8g_T20_900_direct_240purge_finalparams\p021_T20_900ppm_fit_retry1,900.0,co2_standard_nonzero_point,ga04,076,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p021_T20_900ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8g_T20_900_direct_240purge_finalparams\p021_T20_900ppm_fit_retry1,900.0,co2_standard_nonzero_point,ga05,005,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p021_T20_900ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8g_T20_900_direct_240purge_finalparams\p021_T20_900ppm_fit_retry1,900.0,co2_standard_nonzero_point,ga06,090,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p022_T20_1000ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8h_T20_1000_direct_240purge_finalparams\p022_T20_1000ppm_fit_retry1,1000.0,co2_standard_nonzero_point,ga01,001,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p022_T20_1000ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8h_T20_1000_direct_240purge_finalparams\p022_T20_1000ppm_fit_retry1,1000.0,co2_standard_nonzero_point,ga02,002,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p022_T20_1000ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8h_T20_1000_direct_240purge_finalparams\p022_T20_1000ppm_fit_retry1,1000.0,co2_standard_nonzero_point,ga03,010,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p022_T20_1000ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8h_T20_1000_direct_240purge_finalparams\p022_T20_1000ppm_fit_retry1,1000.0,co2_standard_nonzero_point,ga04,076,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
