point_dir,route_kind,artifact_role,artifact_path,expected_size_bytes,actual_size_bytes,expected_sha256,actual_sha256,integrity_status
D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r8_real_continuous_nowrite\co2\p001_T40_0ppm_fit,co2,formal_open_flow_sidecar_metadata.json,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r8_real_continuous_nowrite\co2\p001_T40_0ppm_fit\formal_open_flow_sidecar_metadata.json,1200,1200,ed2c5221f108aadf8ab56c1b5c07510a1aab26dae1723cec6d6a90e8373a1fc4,ed2c5221f108aadf8ab56c1b5c07510a1aab26dae1723cec6d6a90e8373a1fc4,match
D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r8_real_continuous_nowrite\co2\p001_T40_0ppm_fit,co2,frame_quality_summary.csv,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r8_real_continuous_nowrite\co2\p001_T40_0ppm_fit\frame_quality_summary.csv,484,484,06554fea1aa002e0b9f84768a6cd2d4d99ddc773167bb5fe5d564d5117fc85fd,06554fea1aa002e0b9f84768a6cd2d4d99ddc773167bb5fe5d564d5117fc85fd,match
D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r8_real_continuous_nowrite\co2\p001_T40_0ppm_fit,co2,runtime_config_snapshot.json,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r8_real_continuous_nowrite\co2\p001_T40_0ppm_fit\runtime_config_snapshot.json,50335,50335,945422c7325dec5e26d11098b156b54060312c4ce90d558d641434d77c964d1c,945422c7325dec5e26d11098b156b54060312c4ce90d558d641434d77c964d1c,match
D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r8_real_continuous_nowrite\co2\p001_T40_0ppm_fit,co2,samples_machine_readable.csv,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r8_real_continuous_nowrite\co2\p001_T40_0ppm_fit\samples_machine_readable.csv,49751,49751,fef0c62d3250305dd67d87e7010abd29b629e24a9ad9df33ada2679125c05e9b,fef0c62d3250305dd67d87e7010abd29b629e24a9ad9df33ada2679125c05e9b,match
D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r8_real_continuous_nowrite\co2\p002_T40_400ppm_fit,co2,formal_open_flow_sidecar_metadata.json,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r8_real_continuous_nowrite\co2\p002_T40_400ppm_fit\formal_open_flow_sidecar_metadata.json,1204,1204,6381162dd9e05cb53c1f08394b983e4eb0ff8e99a2056a352a4e35447b096032,6381162dd9e05cb53c1f08394b983e4eb0ff8e99a2056a352a4e35447b096032,match
D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r8_real_continuous_nowrite\co2\p002_T40_400ppm_fit,co2,runtime_config_snapshot.json,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r8_real_continuous_nowrite\co2\p002_T40_400ppm_fit\runtime_config_snapshot.json,50335,50335,945422c7325dec5e26d11098b156b54060312c4ce90d558d641434d77c964d1c,945422c7325dec5e26d11098b156b54060312c4ce90d558d641434d77c964d1c,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g10_Tm20_400_retry_finalparams\p019_Tm20_400ppm_fit_retry1,co2,formal_open_flow_route_timing.json,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g10_Tm20_400_retry_finalparams\p019_Tm20_400ppm_fit_retry1\formal_open_flow_route_timing.json,578,578,8adbaaeab0b73a05b91933964f8a2d0bcd27dc03847f1d51a6f7dec34a4bb419,8adbaaeab0b73a05b91933964f8a2d0bcd27dc03847f1d51a6f7dec34a4bb419,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g10_Tm20_400_retry_finalparams\p019_Tm20_400ppm_fit_retry1,co2,formal_open_flow_sidecar_metadata.json,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g10_Tm20_400_retry_finalparams\p019_Tm20_400ppm_fit_retry1\formal_open_flow_sidecar_metadata.json,1240,1240,c9d4c59b1f6a74428a63e04bff42a481a36ebf650ce6d858477fab267647a76c,c9d4c59b1f6a74428a63e04bff42a481a36ebf650ce6d858477fab267647a76c,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g10_Tm20_400_retry_finalparams\p019_Tm20_400ppm_fit_retry1,co2,frame_quality_summary.csv,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g10_Tm20_400_retry_finalparams\p019_Tm20_400ppm_fit_retry1\frame_quality_summary.csv,505,505,d0550a50569ce55c7b17852f7a00b9e589c58e409d97c62a16af83ce980378a6,d0550a50569ce55c7b17852f7a00b9e589c58e409d97c62a16af83ce980378a6,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g10_Tm20_400_retry_finalparams\p019_Tm20_400ppm_fit_retry1,co2,runtime_config_snapshot.json,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g10_Tm20_400_retry_finalparams\p019_Tm20_400ppm_fit_retry1\runtime_config_snapshot.json,37011,37011,1a5dec0730146401926b452c4cc320a5217854ca14038b3de59e63c48eeaf1bb,1a5dec0730146401926b452c4cc320a5217854ca14038b3de59e63c48eeaf1bb,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g10_Tm20_400_retry_finalparams\p019_Tm20_400ppm_fit_retry1,co2,samples_machine_readable.csv,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g10_Tm20_400_retry_finalparams\p019_Tm20_400ppm_fit_retry1\samples_machine_readable.csv,137460,137460,06efd8884caf17ed78da369f3ba3a771206cddf3facf742c88f95c8e5bcef7e4,06efd8884caf17ed78da369f3ba3a771206cddf3facf742c88f95c8e5bcef7e4,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g11_Tm20_1000_direct_finalparams\p020_Tm20_1000ppm_fit,co2,formal_open_flow_route_timing.json,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g11_Tm20_1000_direct_finalparams\p020_Tm20_1000ppm_fit\formal_open_flow_route_timing.json,573,573,faaa2c0d5df3efdac8a1b50ec22e19d02e57bd37c51bb39cc777139a8db17162,faaa2c0d5df3efdac8a1b50ec22e19d02e57bd37c51bb39cc777139a8db17162,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g11_Tm20_1000_direct_finalparams\p020_Tm20_1000ppm_fit,co2,formal_open_flow_sidecar_metadata.json,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g11_Tm20_1000_direct_finalparams\p020_Tm20_1000ppm_fit\formal_open_flow_sidecar_metadata.json,1235,1235,43f9d3c3ef2e0d07b7cef7e160566ab4d657e4409d07c32f82e8985fca295ab3,43f9d3c3ef2e0d07b7cef7e160566ab4d657e4409d07c32f82e8985fca295ab3,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g11_Tm20_1000_direct_finalparams\p020_Tm20_1000ppm_fit,co2,frame_quality_summary.csv,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g11_Tm20_1000_direct_finalparams\p020_Tm20_1000ppm_fit\frame_quality_summary.csv,511,511,005d1e8d98dc69beb90ceec6e82409e053e097bb2f702c39b5acb93734423462,005d1e8d98dc69beb90ceec6e82409e053e097bb2f702c39b5acb93734423462,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g11_Tm20_1000_direct_finalparams\p020_Tm20_1000ppm_fit,co2,runtime_config_snapshot.json,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g11_Tm20_1000_direct_finalparams\p020_Tm20_1000ppm_fit\runtime_config_snapshot.json,37013,37013,7514bba4fecf4e17a8823455dfc2473e5fa4a6c763fb2e1ffa6c5a605410098e,7514bba4fecf4e17a8823455dfc2473e5fa4a6c763fb2e1ffa6c5a605410098e,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g11_Tm20_1000_direct_finalparams\p020_Tm20_1000ppm_fit,co2,samples_machine_readable.csv,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g11_Tm20_1000_direct_finalparams\p020_Tm20_1000ppm_fit\samples_machine_readable.csv,137618,137618,26e2a7714e526dd76e65749a3151f1d95ddd9780cc8ad7d9c6a37aef9971e7c8,26e2a7714e526dd76e65749a3151f1d95ddd9780cc8ad7d9c6a37aef9971e7c8,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p001_T40_0ppm_fit,co2,formal_open_flow_route_timing.json,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p001_T40_0ppm_fit\formal_open_flow_route_timing.json,566,566,13c891390adc165d91a093f7fe6ddc138e719f728085d16030b757a688409090,13c891390adc165d91a093f7fe6ddc138e719f728085d16030b757a688409090,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p001_T40_0ppm_fit,co2,formal_open_flow_sidecar_metadata.json,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p001_T40_0ppm_fit\formal_open_flow_sidecar_metadata.json,1200,1200,ed2c5221f108aadf8ab56c1b5c07510a1aab26dae1723cec6d6a90e8373a1fc4,ed2c5221f108aadf8ab56c1b5c07510a1aab26dae1723cec6d6a90e8373a1fc4,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p001_T40_0ppm_fit,co2,frame_quality_summary.csv,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p001_T40_0ppm_fit\frame_quality_summary.csv,493,493,994b374ecc13334ad13a0d1ea6b8e9f58e62dce139155cb926fce92b79351102,994b374ecc13334ad13a0d1ea6b8e9f58e62dce139155cb926fce92b79351102,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p001_T40_0ppm_fit,co2,runtime_config_snapshot.json,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p001_T40_0ppm_fit\runtime_config_snapshot.json,36943,36943,e4e15efcc18c6347ccf885ebd7bef6343825a6f2c1802dd62aad6a7b8c704236,e4e15efcc18c6347ccf885ebd7bef6343825a6f2c1802dd62aad6a7b8c704236,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p001_T40_0ppm_fit,co2,samples_machine_readable.csv,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p001_T40_0ppm_fit\samples_machine_readable.csv,137251,137251,c045763fcc4f1baaf24d73b0975415cfe30f47b3d18b37b824b41c465d38d15a,c045763fcc4f1baaf24d73b0975415cfe30f47b3d18b37b824b41c465d38d15a,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p002_T40_400ppm_fit,co2,formal_open_flow_route_timing.json,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p002_T40_400ppm_fit\formal_open_flow_route_timing.json,529,529,e9a298fb7cee3ee26a249863ce11c1d0444967025ff2322b1cb47abee97728ec,e9a298fb7cee3ee26a249863ce11c1d0444967025ff2322b1cb47abee97728ec,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p002_T40_400ppm_fit,co2,formal_open_flow_sidecar_metadata.json,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p002_T40_400ppm_fit\formal_open_flow_sidecar_metadata.json,1204,1204,6c8a9c6d73fb94e94d38f24074a58c7cf201a2770293e30ad55aa2fa3f292d7e,6c8a9c6d73fb94e94d38f24074a58c7cf201a2770293e30ad55aa2fa3f292d7e,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p002_T40_400ppm_fit,co2,runtime_config_snapshot.json,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p002_T40_400ppm_fit\runtime_config_snapshot.json,36943,36943,e4e15efcc18c6347ccf885ebd7bef6343825a6f2c1802dd62aad6a7b8c704236,e4e15efcc18c6347ccf885ebd7bef6343825a6f2c1802dd62aad6a7b8c704236,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p002_T40_400ppm_fit_retry1,co2,formal_open_flow_route_timing.json,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p002_T40_400ppm_fit_retry1\formal_open_flow_route_timing.json,577,577,e5a635f727c155e46ee3091a29f60c34ff365888452aca09c84eb9c89cea3b84,e5a635f727c155e46ee3091a29f60c34ff365888452aca09c84eb9c89cea3b84,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p002_T40_400ppm_fit_retry1,co2,formal_open_flow_sidecar_metadata.json,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p002_T40_400ppm_fit_retry1\formal_open_flow_sidecar_metadata.json,1211,1211,9e1129d065e71360ce0de79957d22c8eaa2c745226c65d8b7fcc5919eea278d1,9e1129d065e71360ce0de79957d22c8eaa2c745226c65d8b7fcc5919eea278d1,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p002_T40_400ppm_fit_retry1,co2,frame_quality_summary.csv,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p002_T40_400ppm_fit_retry1\frame_quality_summary.csv,505,505,d0550a50569ce55c7b17852f7a00b9e589c58e409d97c62a16af83ce980378a6,d0550a50569ce55c7b17852f7a00b9e589c58e409d97c62a16af83ce980378a6,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p002_T40_400ppm_fit_retry1,co2,runtime_config_snapshot.json,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p002_T40_400ppm_fit_retry1\runtime_config_snapshot.json,36943,36943,e4e15efcc18c6347ccf885ebd7bef6343825a6f2c1802dd62aad6a7b8c704236,e4e15efcc18c6347ccf885ebd7bef6343825a6f2c1802dd62aad6a7b8c704236,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p002_T40_400ppm_fit_retry1,co2,samples_machine_readable.csv,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p002_T40_400ppm_fit_retry1\samples_machine_readable.csv,137326,137326,61cc7d4e32f1534097fb6825fb56c03a464f2da7b841f81a0550b3c245d7b222,61cc7d4e32f1534097fb6825fb56c03a464f2da7b841f81a0550b3c245d7b222,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p003_T40_1000ppm_fit,co2,formal_open_flow_route_timing.json,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p003_T40_1000ppm_fit\formal_open_flow_route_timing.json,572,572,d147b5f840be6066a8b70581679f6f62f0b7ab4a46e99319f368ae9b4619944b,d147b5f840be6066a8b70581679f6f62f0b7ab4a46e99319f368ae9b4619944b,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p003_T40_1000ppm_fit,co2,formal_open_flow_sidecar_metadata.json,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p003_T40_1000ppm_fit\formal_open_flow_sidecar_metadata.json,1206,1206,d33ee57d8d359167e0c99ab04d5ef74963b77d46dd8f96de259d54679ae9acee,d33ee57d8d359167e0c99ab04d5ef74963b77d46dd8f96de259d54679ae9acee,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p003_T40_1000ppm_fit,co2,frame_quality_summary.csv,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p003_T40_1000ppm_fit\frame_quality_summary.csv,511,511,005d1e8d98dc69beb90ceec6e82409e053e097bb2f702c39b5acb93734423462,005d1e8d98dc69beb90ceec6e82409e053e097bb2f702c39b5acb93734423462,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p003_T40_1000ppm_fit,co2,runtime_config_snapshot.json,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p003_T40_1000ppm_fit\runtime_config_snapshot.json,36943,36943,e4e15efcc18c6347ccf885ebd7bef6343825a6f2c1802dd62aad6a7b8c704236,e4e15efcc18c6347ccf885ebd7bef6343825a6f2c1802dd62aad6a7b8c704236,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p003_T40_1000ppm_fit,co2,samples_machine_readable.csv,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p003_T40_1000ppm_fit\samples_machine_readable.csv,137403,137403,685e4dd8afd87f82c6851f0021ccce92d7a9bcfeebe08a5094b7e7a855fd09f8,685e4dd8afd87f82c6851f0021ccce92d7a9bcfeebe08a5094b7e7a855fd09f8,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p001_T30_0ppm_fit,co2,formal_open_flow_route_timing.json,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p001_T30_0ppm_fit\formal_open_flow_route_timing.json,566,566,f16a351601ed52bea884cabe3c4491edbf4a5e059c079062b12d8c6a38c4b136,f16a351601ed52bea884cabe3c4491edbf4a5e059c079062b12d8c6a38c4b136,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p001_T30_0ppm_fit,co2,formal_open_flow_sidecar_metadata.json,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p001_T30_0ppm_fit\formal_open_flow_sidecar_metadata.json,1200,1200,ce72e94f6c1585502c31fc0d05f02c844627ca7980cda9f2eb8e9268a62b7b45,ce72e94f6c1585502c31fc0d05f02c844627ca7980cda9f2eb8e9268a62b7b45,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p001_T30_0ppm_fit,co2,frame_quality_summary.csv,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p001_T30_0ppm_fit\frame_quality_summary.csv,487,487,87a55b287a0e9566600fe888f3cef9351df64c20d2aed38a9cc7abd8d6d3c8c1,87a55b287a0e9566600fe888f3cef9351df64c20d2aed38a9cc7abd8d6d3c8c1,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p001_T30_0ppm_fit,co2,runtime_config_snapshot.json,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p001_T30_0ppm_fit\runtime_config_snapshot.json,36955,36955,f273af1878d43ebc461a6e90b726e6dc18e04d53c5eabaa2320200a66ce7fdbe,f273af1878d43ebc461a6e90b726e6dc18e04d53c5eabaa2320200a66ce7fdbe,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p001_T30_0ppm_fit,co2,samples_machine_readable.csv,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p001_T30_0ppm_fit\samples_machine_readable.csv,134812,134812,d8f814232a2d5060d7eab374d352a8dad48267870dc96949aeeecef5611a0daa,d8f814232a2d5060d7eab374d352a8dad48267870dc96949aeeecef5611a0daa,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p002_T30_100ppm_fit,co2,formal_open_flow_route_timing.json,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p002_T30_100ppm_fit\formal_open_flow_route_timing.json,570,570,f98dcd1ebb36bdb15f011479b56be92e2baeb8bd8836a9b1ca9422ec3bf4974d,f98dcd1ebb36bdb15f011479b56be92e2baeb8bd8836a9b1ca9422ec3bf4974d,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p002_T30_100ppm_fit,co2,formal_open_flow_sidecar_metadata.json,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p002_T30_100ppm_fit\formal_open_flow_sidecar_metadata.json,1206,1206,f5261a953fb67c6330fd12a1a08bd74cb3fb7ee1511da7b799e1d61480748661,f5261a953fb67c6330fd12a1a08bd74cb3fb7ee1511da7b799e1d61480748661,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p002_T30_100ppm_fit,co2,frame_quality_summary.csv,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p002_T30_100ppm_fit\frame_quality_summary.csv,505,505,97c60d1e03b6e7c5898c01ed9933ef5cfb4e33570f747f9b453e83fe2bf52f88,97c60d1e03b6e7c5898c01ed9933ef5cfb4e33570f747f9b453e83fe2bf52f88,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p002_T30_100ppm_fit,co2,runtime_config_snapshot.json,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p002_T30_100ppm_fit\runtime_config_snapshot.json,36955,36955,f273af1878d43ebc461a6e90b726e6dc18e04d53c5eabaa2320200a66ce7fdbe,f273af1878d43ebc461a6e90b726e6dc18e04d53c5eabaa2320200a66ce7fdbe,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p002_T30_100ppm_fit,co2,samples_machine_readable.csv,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p002_T30_100ppm_fit\samples_machine_readable.csv,137370,137370,84d6d81c09dc76e4ebb2989ce3ea7dcedce784d2ed6c78d4c525087f0956cbc2,84d6d81c09dc76e4ebb2989ce3ea7dcedce784d2ed6c78d4c525087f0956cbc2,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p003_T30_200ppm_fit,co2,formal_open_flow_route_timing.json,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p003_T30_200ppm_fit\formal_open_flow_route_timing.json,570,570,362f831f59523e7e7c86f0b983e996a80828c6a76f02a0f6d7f0112d74b7ae7c,362f831f59523e7e7c86f0b983e996a80828c6a76f02a0f6d7f0112d74b7ae7c,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p003_T30_200ppm_fit,co2,formal_open_flow_sidecar_metadata.json,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p003_T30_200ppm_fit\formal_open_flow_sidecar_metadata.json,1204,1204,aae37782e6bb04e8e89edebfb9a9b7b01a4ab039a7bff532647af77ce7c17c45,aae37782e6bb04e8e89edebfb9a9b7b01a4ab039a7bff532647af77ce7c17c45,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p003_T30_200ppm_fit,co2,frame_quality_summary.csv,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p003_T30_200ppm_fit\frame_quality_summary.csv,505,505,d2c496162812dc8b95d4fa26282a0cab3ef9a3746bc7c9ce58521dc8973ba78a,d2c496162812dc8b95d4fa26282a0cab3ef9a3746bc7c9ce58521dc8973ba78a,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p003_T30_200ppm_fit,co2,runtime_config_snapshot.json,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p003_T30_200ppm_fit\runtime_config_snapshot.json,36955,36955,f273af1878d43ebc461a6e90b726e6dc18e04d53c5eabaa2320200a66ce7fdbe,f273af1878d43ebc461a6e90b726e6dc18e04d53c5eabaa2320200a66ce7fdbe,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p003_T30_200ppm_fit,co2,samples_machine_readable.csv,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p003_T30_200ppm_fit\samples_machine_readable.csv,137362,137362,ba0b5eeca4c17772eb5d1a32bce6d604bbc386de0a52e99eb65a4d8cba527965,ba0b5eeca4c17772eb5d1a32bce6d604bbc386de0a52e99eb65a4d8cba527965,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p004_T30_300ppm_fit,co2,formal_open_flow_route_timing.json,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p004_T30_300ppm_fit\formal_open_flow_route_timing.json,570,570,6e1b684c1eeb5f7d4ffe7031982ff5f44271b9aae2b2c9e6b1814f698edf0ece,6e1b684c1eeb5f7d4ffe7031982ff5f44271b9aae2b2c9e6b1814f698edf0ece,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p004_T30_300ppm_fit,co2,formal_open_flow_sidecar_metadata.json,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p004_T30_300ppm_fit\formal_open_flow_sidecar_metadata.json,1206,1206,ee502b56fbaad0a2755a840d1a936bc406d41480057034038c04d13e3dcc944c,ee502b56fbaad0a2755a840d1a936bc406d41480057034038c04d13e3dcc944c,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p004_T30_300ppm_fit,co2,frame_quality_summary.csv,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p004_T30_300ppm_fit\frame_quality_summary.csv,505,505,ba40354b5b0954889844de00b3a117b9ed23222889d455818c3a1a3bad1747ee,ba40354b5b0954889844de00b3a117b9ed23222889d455818c3a1a3bad1747ee,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p004_T30_300ppm_fit,co2,runtime_config_snapshot.json,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p004_T30_300ppm_fit\runtime_config_snapshot.json,36955,36955,f273af1878d43ebc461a6e90b726e6dc18e04d53c5eabaa2320200a66ce7fdbe,f273af1878d43ebc461a6e90b726e6dc18e04d53c5eabaa2320200a66ce7fdbe,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p004_T30_300ppm_fit,co2,samples_machine_readable.csv,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p004_T30_300ppm_fit\samples_machine_readable.csv,137122,137122,da68692d027d3f418d94fc69058073077ac149ee45aea69f46fd5e3c8351f648,da68692d027d3f418d94fc69058073077ac149ee45aea69f46fd5e3c8351f648,match
