root_key,role,path,size_bytes,sha256
mature_0620_legacy_ratio:co2,point_samples,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p029_T10_300ppm_fit\samples_machine_readable.csv,49897,d84c66d8f672b840b164dd3ac0b63f2da88d16be4e1d1ed689800515b77e6850
mature_0620_legacy_ratio:co2,point_component_quality,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p029_T10_300ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,945,bfc8c7d56b8b6833705106dfc3d06c0fc59b633b838ef877facfb1e226033250
mature_0620_legacy_ratio:co2,point_sidecar,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p030_T10_400ppm_fit\formal_open_flow_sidecar_metadata.json,1204,450b3f3c2fb0439bb424ec88ea391910121bb0eabfdc3c27b472d5a9648bb3b6
mature_0620_legacy_ratio:co2,point_samples,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p030_T10_400ppm_fit\samples_machine_readable.csv,49908,cbc3f9f9fc1c72ae3877684013e453dafd383b935e00898a100904025a4d1761
mature_0620_legacy_ratio:co2,point_component_quality,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p030_T10_400ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,852,86a65f7d62a4bae6f67938e571a175279a568eb47ab3d21dfc1bc924d84e4db0
mature_0620_legacy_ratio:co2,point_sidecar,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p031_T10_500ppm_fit\formal_open_flow_sidecar_metadata.json,1206,0cb18a26ec4a09ebbb29f9a2a17465297e84bda8c8b1ccb39ba4de6dd7d18728
mature_0620_legacy_ratio:co2,point_samples,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p031_T10_500ppm_fit\samples_machine_readable.csv,49938,d89c317d9913d57b2037eecc11f0b1e369fe7e030bb895ae8ad94a306b59c7b8
mature_0620_legacy_ratio:co2,point_component_quality,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p031_T10_500ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,870,ebace04986731cc53ca9faa6549efb331fe2b0245f1a879843f91f1b7493f1bd
mature_0620_legacy_ratio:co2,point_sidecar,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p032_T10_600ppm_fit\formal_open_flow_sidecar_metadata.json,1204,f631ea59f8da8988ccd372234e4ef9bf56e24918c7cf694b9cdca0098d7ee235
mature_0620_legacy_ratio:co2,point_samples,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p032_T10_600ppm_fit\samples_machine_readable.csv,49962,d3be798a5779d264a75bc7df84f294242d25b41870dda20503776b034c586ec0
mature_0620_legacy_ratio:co2,point_component_quality,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p032_T10_600ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,908,4d29d3cbc63750ae21a9b6585eb64714d299564b99f684218ef7dfb3a46a22c0
mature_0620_legacy_ratio:co2,point_sidecar,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p033_T10_700ppm_fit\formal_open_flow_sidecar_metadata.json,1206,7c7b698f3320d62f9af9e3b3d6c954bc53a9071a4fd04eb7ad627f1b655361a3
mature_0620_legacy_ratio:co2,point_samples,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p033_T10_700ppm_fit\samples_machine_readable.csv,49927,09d2ee230fc665b75dc8857efc119f8476478c041bc128a0bb11b34e2b87242a
mature_0620_legacy_ratio:co2,point_component_quality,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p033_T10_700ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,891,6a699bb7efa7cca04f6ea9019037df852a95a579be5f0c6c144a97579b0b2e3e
mature_0620_legacy_ratio:co2,point_sidecar,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p034_T10_800ppm_fit\formal_open_flow_sidecar_metadata.json,1204,18ca27bb69292ec143612b013f049253b023059d6c417c9c15c6186182e91f6e
mature_0620_legacy_ratio:co2,point_samples,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p034_T10_800ppm_fit\samples_machine_readable.csv,49989,e6924c2abdffcd258dfe557fa522cbd24e44b0fbdc664e61ac4efb9ab2773a1e
mature_0620_legacy_ratio:co2,point_component_quality,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p034_T10_800ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,870,ef64bdc824799a04ac950f34003693509341cdda129c98129506ed10606bd08d
mature_0620_legacy_ratio:co2,point_sidecar,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p035_T10_900ppm_fit\formal_open_flow_sidecar_metadata.json,1206,b6b436c4cac886421faddd932851ca42a1cc2d2a74333f50c08087b5cac4e131
mature_0620_legacy_ratio:co2,point_samples,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p035_T10_900ppm_fit\samples_machine_readable.csv,49781,bb3bd9eed3b7f511e2ceefcbd12cdc08d25d02fa658ac5913fc0d76b4336d724
mature_0620_legacy_ratio:co2,point_component_quality,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p035_T10_900ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,873,e6a912e09b9e2169e6cc64b329965807052b43466dc0ab7dd2e6812047089e8b
mature_0620_legacy_ratio:co2,point_sidecar,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p036_T10_1000ppm_fit\formal_open_flow_sidecar_metadata.json,1206,707a1349203fd54dc46645b608397238acc8392871acbb42a43d190c95f28d85
mature_0620_legacy_ratio:co2,point_samples,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p036_T10_1000ppm_fit\samples_machine_readable.csv,49979,960df12facaaee88510976c180846d86a811f27a896beea4b67848ae68654355
mature_0620_legacy_ratio:co2,point_component_quality,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p036_T10_1000ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,853,ad978adf912d412d357409283c2bd28ac30536be62a2d338f6e1406b10bd3a09
mature_0620_legacy_ratio:co2,point_sidecar,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p037_T0_0ppm_fit\formal_open_flow_sidecar_metadata.json,1199,346f44457cc152eb9b98a9b70fb189501489c1f438751cd60cd3342f231e752d
mature_0620_legacy_ratio:co2,point_samples,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p037_T0_0ppm_fit\samples_machine_readable.csv,49496,a8e5238a9f7f81e9d44d406dfbed7a2c9d050ef3e326db6adb7b23d64f12faae
mature_0620_legacy_ratio:co2,point_component_quality,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p037_T0_0ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,892,fa4ccc247dc5d3e0fe843d7a2d9391528c505a957b9461f5ea2d4e1f8ea6e235
mature_0620_legacy_ratio:co2,point_sidecar,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p038_T0_400ppm_fit\formal_open_flow_sidecar_metadata.json,1203,3452e560a985305845708948ed2a5c3539ab43eff7947c2693e0610556dae33d
mature_0620_legacy_ratio:co2,point_samples,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p038_T0_400ppm_fit\samples_machine_readable.csv,49688,551baa4d876cd624eb8300292a44dc692e5f3b41523102c4cff42ddf1b49ba11
mature_0620_legacy_ratio:co2,point_component_quality,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p038_T0_400ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,923,8f283972a8006f88ecd7acd994dec8a222f6cb8768978278a6b46807a04a3925
mature_0620_legacy_ratio:co2,point_sidecar,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p039_T0_1000ppm_fit\formal_open_flow_sidecar_metadata.json,1205,e66f4e88422546d0b35beb342ac9e7bfec3c09e0b465d0627cc5d4bed5639009
mature_0620_legacy_ratio:co2,point_samples,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p039_T0_1000ppm_fit\samples_machine_readable.csv,49829,de70fd0ed18860c15d3cb2a45c4f662cbdfbddfec039add285377c53ffc9a6a9
mature_0620_legacy_ratio:co2,point_component_quality,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p039_T0_1000ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,884,c8a5e569dbd43d4cd864846358e1f801c78d5d21c75bf731748b3e19d61cf555
mature_0620_legacy_ratio:co2,point_sidecar,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p040_Tm10_0ppm_fit\formal_open_flow_sidecar_metadata.json,1201,41927339afb5caf3d26db3a4649212903d0b0158112662c34949b7ed53fffff5
mature_0620_legacy_ratio:co2,point_sidecar,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p041_Tm10_400ppm_fit\formal_open_flow_sidecar_metadata.json,1205,554af5fe0a48be1fc2313e333ed486f672f18537a0d68a92f22d3a7a1651799f
mature_0620_legacy_ratio:co2,point_sidecar,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p042_Tm10_1000ppm_fit\formal_open_flow_sidecar_metadata.json,1207,75920bf311d6c5dcfe28bbee3d9053e250b39bd58271f46e7281305381b12566
mature_0620_legacy_ratio:co2,point_samples,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p042_Tm10_1000ppm_fit\samples_machine_readable.csv,81219,affd104d6c4142788cdc06b16029e64228aa3fa5b07dddf04ba93f01ecc36e06
mature_0620_legacy_ratio:co2,point_component_quality,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p042_Tm10_1000ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,858,0c1f741aa03f31e48e731d0852ff9a211c5c74f5217cd53b77b3ecb728e61997
mature_0620_legacy_ratio:co2,point_sidecar,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p043_Tm20_0ppm_fit\formal_open_flow_sidecar_metadata.json,1201,379d42bc7d5e1b1c75f88d4c3e67e942f637902c48756020642db330f0d35d55
mature_0620_legacy_ratio:co2,point_samples,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p043_Tm20_0ppm_fit\samples_machine_readable.csv,81456,0fcfa6dda4929ed18b5b7b10871942a9a641d284ed7ccc6b65f88365697953ba
mature_0620_legacy_ratio:co2,point_component_quality,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p043_Tm20_0ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,867,e3d1d9d82ab4ca27b1b81904ffb00d97f05a2e4711f05c9d536a0d49a76cd99b
mature_0620_legacy_ratio:co2,point_sidecar,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p044_Tm20_400ppm_fit\formal_open_flow_sidecar_metadata.json,1205,25282fb8ba4c50bf9ada115e4cfb729e0bb12818d17d14807bf9ccdc0a0969a9
mature_0620_legacy_ratio:co2,point_samples,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p044_Tm20_400ppm_fit\samples_machine_readable.csv,80001,af8dd233253ede0d793037916384d3efb4a24ec8651e5be264c1011573b87242
mature_0620_legacy_ratio:co2,point_component_quality,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p044_Tm20_400ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,833,6a0bb2cc717c242bf27930671b76dafca7bb7bee3423aa741363c886f13b600e
mature_0620_legacy_ratio:co2,point_sidecar,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p045_Tm20_1000ppm_fit\formal_open_flow_sidecar_metadata.json,1207,993e8a5484dbb7e9c4c2e1060b5473f338e0ee7aae2263a92fc50d26940b3eec
mature_0620_legacy_ratio:co2,point_samples,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p045_Tm20_1000ppm_fit\samples_machine_readable.csv,79826,1d789b8bfea20f7b20e7454dc7df289b5b50dda662b7b2bca9f1a1208fb2af63
mature_0620_legacy_ratio:co2,point_component_quality,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260624\current6_20260624_r10_task_direct_continuous_nowrite\co2\p045_Tm20_1000ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,886,f667abd8e85fcfbe915012675ea33b86c1506c13dbc5733b74b1bb265f669bed
new_algorithm_shadow_run:co2,queue_summary,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\new_algo_001_co2_0620_final_full_continuous_20260627_r2\queue_summary.json,3086,7bc8ddca5a74493ee2da94382e11405e49eef614fb4140293dad8f4d6b150b0a
new_algorithm_shadow_run:co2,queue_manifest,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\new_algo_001_co2_0620_final_full_continuous_20260627_r2\queue_manifest.csv,76478,46ca53453d15bd8630049464bc3a3d245676f58c6cd5be8f176e3f9f8baf7606
new_algorithm_shadow_run:co2,point_sidecar,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p001_T40_0ppm_fit\formal_open_flow_sidecar_metadata.json,1200,ed2c5221f108aadf8ab56c1b5c07510a1aab26dae1723cec6d6a90e8373a1fc4
new_algorithm_shadow_run:co2,point_samples,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p001_T40_0ppm_fit\samples_machine_readable.csv,47807,a8b3fce60dd4ec16e88ad4b6cdee4edf3272276a838319e90aca3196e86e98e4
new_algorithm_shadow_run:co2,point_sidecar,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p002_T40_400ppm_fit\formal_open_flow_sidecar_metadata.json,1204,6c8a9c6d73fb94e94d38f24074a58c7cf201a2770293e30ad55aa2fa3f292d7e
new_algorithm_shadow_run:co2,point_samples,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p002_T40_400ppm_fit\samples_machine_readable.csv,48015,a345f66b2c7341ddbcee8dd18b231e97d39b9564618d97b59784d5c4165dc957
new_algorithm_shadow_run:co2,point_sidecar,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p003_T40_1000ppm_fit\formal_open_flow_sidecar_metadata.json,1206,d33ee57d8d359167e0c99ab04d5ef74963b77d46dd8f96de259d54679ae9acee
new_algorithm_shadow_run:co2,point_samples,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p003_T40_1000ppm_fit\samples_machine_readable.csv,48173,c273853f4376bc66f63de07a20b8abf8ab8e03b297bf5d7cb7594bfdcb4591db
new_algorithm_shadow_run:co2,point_sidecar,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p004_T30_0ppm_fit\formal_open_flow_sidecar_metadata.json,1200,6fb1a3a92f1a482ad8060e4f0c5993e32fc437bcb27a8122e397a3eea9ca5cf4
new_algorithm_shadow_run:co2,point_samples,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p004_T30_0ppm_fit\samples_machine_readable.csv,47880,db2588b1d2ab75f1807bff5eb13784302e1c711d39e013f47f1f63474ba03606
new_algorithm_shadow_run:co2,point_sidecar,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p005_T30_100ppm_fit\formal_open_flow_sidecar_metadata.json,1206,c633b291bdf5b34cf73ac24a3f1ad2e259c31edb0813f8bcb60fd78f54c75116
new_algorithm_shadow_run:co2,point_samples,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p005_T30_100ppm_fit\samples_machine_readable.csv,47973,9249813f68d756da304e7faba7670ecacce44d817d1d8144cac16069cb10d8d7
new_algorithm_shadow_run:co2,point_sidecar,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p006_T30_200ppm_fit\formal_open_flow_sidecar_metadata.json,1204,c64c411707152841590643ecce5804920af5d38012e48456872707952e6d7ca5
new_algorithm_shadow_run:co2,point_samples,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p006_T30_200ppm_fit\samples_machine_readable.csv,48050,4e0517b8fef0a353e15e96ea8004998636c92fb1cd5dd2223ab18cf34ba5f032
new_algorithm_shadow_run:co2,point_sidecar,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p007_T30_300ppm_fit\formal_open_flow_sidecar_metadata.json,1206,8f7f1bceff56ec847a3e0a6290b79a2d791efc117071af27e559a75e12d254b5
new_algorithm_shadow_run:co2,point_samples,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p007_T30_300ppm_fit\samples_machine_readable.csv,48126,5d2054959105fa19196c06c61487d666525c9a34f4c57a303a927d3a80d4e173
new_algorithm_shadow_run:co2,point_sidecar,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p008_T30_400ppm_fit\formal_open_flow_sidecar_metadata.json,1204,50928e71e65c14752a6435b1f8a779d7634816e306c111ba0580ec14a962f2f8
new_algorithm_shadow_run:co2,point_samples,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p008_T30_400ppm_fit\samples_machine_readable.csv,48016,eecedb64be55715f8f68eb1902484f984cd6971e9beeb25892495dec48dc42b9
new_algorithm_shadow_run:co2,point_sidecar,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p009_T30_500ppm_fit\formal_open_flow_sidecar_metadata.json,1206,850a15a1cdc76c6fca50cf18b7c16fded1e019c7748bd7276e40a888e5325324
new_algorithm_shadow_run:co2,point_samples,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p009_T30_500ppm_fit\samples_machine_readable.csv,48132,f59d5dfae696887afd18723b68f912f787447e92d386973085b82662ca6f4c63
new_algorithm_shadow_run:co2,point_sidecar,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p010_T30_600ppm_fit\formal_open_flow_sidecar_metadata.json,1204,f88f4b1b1a4a2d1cb683b0047a8f767db7004ed0a60622ba273de8e9628af3e7
new_algorithm_shadow_run:co2,point_samples,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p010_T30_600ppm_fit\samples_machine_readable.csv,47999,ed0d0c8ba212790c54f33942e82a6f1544c20caafd8e87cd4b70dfda074281fd
new_algorithm_shadow_run:co2,point_sidecar,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p011_T30_700ppm_fit\formal_open_flow_sidecar_metadata.json,1206,8e0386cdd83d51e3b05825c51de0a20284d283af22cc416636716aa85e7a45ef
new_algorithm_shadow_run:co2,point_samples,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p011_T30_700ppm_fit\samples_machine_readable.csv,48124,62521e2f725035283c0caf0f227439a09e49f46a2499ccb08f097ff722040e11
new_algorithm_shadow_run:co2,point_sidecar,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p012_T30_800ppm_fit\formal_open_flow_sidecar_metadata.json,1204,f570844ef8b79ffd191ff3f817a304e75c145d1132c05d48e8857124657def04
new_algorithm_shadow_run:co2,point_samples,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p012_T30_800ppm_fit\samples_machine_readable.csv,48087,21fbbe809744494bab1fc57bafed328db86cd361bd3a6c795b090fef622e7e13
new_algorithm_shadow_run:co2,point_sidecar,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p013_T30_900ppm_fit\formal_open_flow_sidecar_metadata.json,1206,fad789e89d1a75b8b4a110ea697b35c557ccc7f4c385ed7fe6d76eae5ad4c275
new_algorithm_shadow_run:co2,point_samples,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p013_T30_900ppm_fit\samples_machine_readable.csv,48074,3475474a0bf7f59aa1d9a3a31fae1c63e27c623e43ca19b7e3999031c84f52c7
new_algorithm_shadow_run:co2,point_sidecar,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p014_T30_1000ppm_fit\formal_open_flow_sidecar_metadata.json,1206,e62bee610d00361ce5b699ecaf2e477aecac4575562edd3ad271d46b1d6e25f0
new_algorithm_shadow_run:co2,point_samples,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p014_T30_1000ppm_fit\samples_machine_readable.csv,48138,a4661693934bc644468dc99562fdd3bd09c5f533ea69faf4f02e66d6bcf12c07
new_algorithm_shadow_run:co2,point_sidecar,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p015_T20_0ppm_fit\formal_open_flow_sidecar_metadata.json,1200,7415ebff754d0a2b7bcddbeb112ecc18ef7fef2fe4e5204b389846e1f7ac73d0
new_algorithm_shadow_run:co2,point_samples,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p015_T20_0ppm_fit\samples_machine_readable.csv,47821,401f49e7db333caffbc7a06ec3f55f5336274b1d9238484cb9166efd09adc5e8
new_algorithm_shadow_run:co2,point_sidecar,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p016_T20_100ppm_fit\formal_open_flow_sidecar_metadata.json,1206,b1756c664edb5cae03291738b88fe03b2f191121e9665c5d1a0d6033d0eed745
new_algorithm_shadow_run:co2,point_samples,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p016_T20_100ppm_fit\samples_machine_readable.csv,48039,96ad9a820ec11cedb8bfbcc0b6186655f583fcf1c2b4bd5dcbe962b750900308
