source_role,route_kind,point_name,point_dir,preflight_status,preflight_ready,blocker_codes,manual_gate_review_required,sample_alignment_false_count,point_quality_blocked_count,purge_below_declared_minimum,planned_output_path,planned_output_exists,historical_component_qc_generation_allowed,historical_component_qc_write_allowed,formal_fit_allowed
p2_catalog_point,h2o,p002_T20_HG20C_70RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_post_senco24_write_verification_5dev_no_temp_control_v1\p002_T20_HG20C_70RH_h2o,input_packet_ready_for_manual_review,True,[],True,9,0,True,D:\gas_calibrator\_p9_20260706\h2o_post_senco24_write_verification_5dev_no_temp_control_v1\p002_T20_HG20C_70RH_h2o\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,h2o,p001_T25_HG25C_30RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_post_senco24_write_verification_5dev_temp25_control_v1\p001_T25_HG25C_30RH_h2o,input_packet_ready_for_manual_review,True,[],True,9,0,True,D:\gas_calibrator\_p9_20260706\h2o_post_senco24_write_verification_5dev_temp25_control_v1\p001_T25_HG25C_30RH_h2o\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,h2o,p002_T25_HG25C_70RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_post_senco24_write_verification_5dev_temp25_control_v1\p002_T25_HG25C_70RH_h2o,input_packet_ready_for_manual_review,True,[],True,9,0,True,D:\gas_calibrator\_p9_20260706\h2o_post_senco24_write_verification_5dev_temp25_control_v1\p002_T25_HG25C_70RH_h2o\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,h2o,p001_T25_HG25C_30RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_state_transfer_diagnostic_25c_30rh_retry_v1\p001_T25_HG25C_30RH_h2o,input_packet_ready_for_manual_review,True,[],True,9,0,True,D:\gas_calibrator\_p9_20260706\h2o_state_transfer_diagnostic_25c_30rh_retry_v1\p001_T25_HG25C_30RH_h2o\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,h2o,p001_T25_HG25C_50RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_state_transfer_diagnostic_25c_50rh_real_point_v1\p001_T25_HG25C_50RH_h2o,input_packet_ready_for_manual_review,True,[],True,9,0,True,D:\gas_calibrator\_p9_20260706\h2o_state_transfer_diagnostic_25c_50rh_real_point_v1\p001_T25_HG25C_50RH_h2o\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p001_T40_0ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p001_T40_0ppm_fit,input_packet_ready_for_manual_review,True,[],True,8,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p001_T40_0ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p002_T40_400ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p002_T40_400ppm_fit,input_packet_ready_for_manual_review,True,[],True,7,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p002_T40_400ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p003_T40_1000ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p003_T40_1000ppm_fit,input_packet_ready_for_manual_review,True,[],True,7,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p003_T40_1000ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p004_T30_0ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p004_T30_0ppm_fit,input_packet_ready_for_manual_review,True,[],True,8,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p004_T30_0ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p005_T30_100ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p005_T30_100ppm_fit,input_packet_ready_for_manual_review,True,[],True,8,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p005_T30_100ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p006_T30_200ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p006_T30_200ppm_fit,input_packet_ready_for_manual_review,True,[],True,7,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p006_T30_200ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p007_T30_300ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p007_T30_300ppm_fit,input_packet_ready_for_manual_review,True,[],True,8,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p007_T30_300ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p008_T30_400ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p008_T30_400ppm_fit,input_packet_ready_for_manual_review,True,[],True,7,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p008_T30_400ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p009_T30_500ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p009_T30_500ppm_fit,input_packet_ready_for_manual_review,True,[],True,8,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p009_T30_500ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p010_T30_600ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p010_T30_600ppm_fit,input_packet_ready_for_manual_review,True,[],True,8,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p010_T30_600ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p011_T30_700ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p011_T30_700ppm_fit,input_packet_ready_for_manual_review,True,[],True,8,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p011_T30_700ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p012_T30_800ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p012_T30_800ppm_fit,input_packet_ready_for_manual_review,True,[],True,7,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p012_T30_800ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p013_T30_900ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p013_T30_900ppm_fit,input_packet_ready_for_manual_review,True,[],True,7,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p013_T30_900ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p014_T30_1000ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p014_T30_1000ppm_fit,input_packet_ready_for_manual_review,True,[],True,8,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p014_T30_1000ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p015_T20_0ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p015_T20_0ppm_fit,input_packet_ready_for_manual_review,True,[],True,7,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p015_T20_0ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p016_T20_100ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p016_T20_100ppm_fit,input_packet_ready_for_manual_review,True,[],True,7,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p016_T20_100ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p018_T20_300ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p018_T20_300ppm_fit,input_packet_ready_for_manual_review,True,[],True,8,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p018_T20_300ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p019_T20_400ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p019_T20_400ppm_fit,input_packet_ready_for_manual_review,True,[],True,8,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p019_T20_400ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p020_T20_500ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p020_T20_500ppm_fit,input_packet_ready_for_manual_review,True,[],True,7,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p020_T20_500ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p021_T20_600ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p021_T20_600ppm_fit,input_packet_ready_for_manual_review,True,[],True,8,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p021_T20_600ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p022_T20_700ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p022_T20_700ppm_fit,input_packet_ready_for_manual_review,True,[],True,8,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p022_T20_700ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p023_T20_800ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p023_T20_800ppm_fit,input_packet_ready_for_manual_review,True,[],True,8,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p023_T20_800ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p024_T20_900ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p024_T20_900ppm_fit,input_packet_ready_for_manual_review,True,[],True,8,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p024_T20_900ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p025_T20_1000ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p025_T20_1000ppm_fit,input_packet_ready_for_manual_review,True,[],True,7,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p025_T20_1000ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p026_T10_0ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p026_T10_0ppm_fit,input_packet_ready_for_manual_review,True,[],True,8,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p026_T10_0ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p027_T10_100ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p027_T10_100ppm_fit,input_packet_ready_for_manual_review,True,[],True,8,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p027_T10_100ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p028_T10_200ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p028_T10_200ppm_fit,input_packet_ready_for_manual_review,True,[],True,8,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p028_T10_200ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p029_T10_300ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p029_T10_300ppm_fit,input_packet_ready_for_manual_review,True,[],True,8,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p029_T10_300ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p030_T10_400ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p030_T10_400ppm_fit,input_packet_ready_for_manual_review,True,[],True,8,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p030_T10_400ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p031_T10_500ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p031_T10_500ppm_fit,input_packet_ready_for_manual_review,True,[],True,8,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p031_T10_500ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p032_T10_600ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p032_T10_600ppm_fit,input_packet_ready_for_manual_review,True,[],True,8,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p032_T10_600ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p033_T10_700ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p033_T10_700ppm_fit,input_packet_ready_for_manual_review,True,[],True,8,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p033_T10_700ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p034_T10_800ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p034_T10_800ppm_fit,input_packet_ready_for_manual_review,True,[],True,8,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p034_T10_800ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p035_T10_900ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p035_T10_900ppm_fit,input_packet_ready_for_manual_review,True,[],True,7,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p035_T10_900ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p036_T10_1000ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p036_T10_1000ppm_fit,input_packet_ready_for_manual_review,True,[],True,7,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p036_T10_1000ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p037_T0_0ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p037_T0_0ppm_fit,input_packet_ready_for_manual_review,True,[],True,8,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p037_T0_0ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p038_T0_400ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p038_T0_400ppm_fit,input_packet_ready_for_manual_review,True,[],True,8,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p038_T0_400ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p039_T0_1000ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p039_T0_1000ppm_fit,input_packet_ready_for_manual_review,True,[],True,7,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p039_T0_1000ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p001_Tm10_0ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_resume_20260628\co2_Tm10_Tm20_COM35_r1\p001_Tm10_0ppm_fit,input_packet_ready_for_manual_review,True,[],True,7,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_resume_20260628\co2_Tm10_Tm20_COM35_r1\p001_Tm10_0ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p002_Tm10_400ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_resume_20260628\co2_Tm10_Tm20_COM35_r1\p002_Tm10_400ppm_fit,input_packet_ready_for_manual_review,True,[],True,7,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_resume_20260628\co2_Tm10_Tm20_COM35_r1\p002_Tm10_400ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p003_Tm10_1000ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_resume_20260628\co2_Tm10_Tm20_COM35_r1\p003_Tm10_1000ppm_fit,input_packet_ready_for_manual_review,True,[],True,8,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_resume_20260628\co2_Tm10_Tm20_COM35_r1\p003_Tm10_1000ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p004_Tm20_0ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_resume_20260628\co2_Tm10_Tm20_COM35_r1\p004_Tm20_0ppm_fit,input_packet_ready_for_manual_review,True,[],True,7,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_resume_20260628\co2_Tm10_Tm20_COM35_r1\p004_Tm20_0ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
p2_catalog_point,co2,p005_Tm20_400ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_resume_20260628\co2_Tm10_Tm20_COM35_r1\p005_Tm20_400ppm_fit,input_packet_ready_for_manual_review,True,[],True,8,0,False,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_resume_20260628\co2_Tm10_Tm20_COM35_r1\p005_Tm20_400ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,False,False,False,False
